product_id,restaurant_id,product_name,category,price,cost,availability
PROD00392,REST0079,Food Item 0392,Curry,967.45,658.16,Unavailable
PROD00393,REST0077,Food Item 0393,Snacks,366.42,238.09,Available
PROD00394,REST0040,Food Item 0394,Noodles,327.94,196.62,Available
PROD00395,REST0091,Food Item 0395,Burger,757.21,447.01,Unavailable
PROD00396,REST0021,Food Item 0396,Noodles,920.37,551.51,Available
PROD00397,REST0066,Food Item 0397,Snacks,464.67,270.02,Available
PROD00398,REST0008,Food Item 0398,Burger,233.08,132.36,Unavailable
PROD00399,REST0071,Food Item 0399,Biryani,894.09,536.37,Unavailable
PROD00400,REST0010,Food Item 0400,Pizza,443.67,270.0,Available
PROD00401,REST0057,Food Item 0401,Burger,299.67,197.05,Available
PROD00402,REST0004,Food Item 0402,Rice,279.54,185.44,Available
PROD00403,REST0043,Food Item 0403,Pizza,460.1,259.17,Unavailable
PROD00404,REST0100,Food Item 0404,Noodles,760.09,436.34,Available
PROD00405,REST0099,Food Item 0405,Snacks,507.07,285.03,Available
PROD00406,REST0063,Food Item 0406,Burger,142.31,86.95,Unavailable
PROD00407,REST0043,Food Item 0407,Snacks,224.66,131.65,Available
PROD00408,REST0067,Food Item 0408,Burger,433.74,310.94,Available
PROD00409,REST0082,Food Item 0409,Snacks,832.48,548.53,Available
PROD00410,REST0051,Food Item 0410,Rice,226.4,162.92,Available
PROD00411,REST0056,Food Item 0411,Chicken,725.51,480.83,Available
PROD00412,REST0043,Food Item 0412,Pizza,249.48,184.94,Unavailable
PROD00413,REST0024,Food Item 0413,Pizza,348.54,223.32,Unavailable
PROD00414,REST0096,Food Item 0414,Burger,305.96,226.12,Unavailable
PROD00415,REST0034,Food Item 0415,Noodles,192.61,95.81,Available
PROD00416,REST0059,Food Item 0416,Curry,845.04,393.57,Unavailable
PROD00417,REST0002,Food Item 0417,Curry,620.48,387.02,Available
PROD00418,REST0002,Food Item 0418,Pizza,1017.54,758.12,Available
PROD00419,REST0010,Food Item 0419,Chicken,226.8,130.47,Available
PROD00420,REST0023,Food Item 0420,Curry,276.31,141.92,Unavailable
PROD00421,REST0015,Food Item 0421,Dessert,450.97,273.5,Available
PROD00422,REST0076,Food Item 0422,Curry,947.14,610.56,Available
PROD00423,REST0017,Food Item 0423,Drinks,450.22,245.17,Available
PROD00424,REST0082,Food Item 0424,Snacks,561.09,372.81,Available
PROD00425,REST0014,Food Item 0425,Pizza,445.73,330.97,Available
PROD00426,REST0081,Food Item 0426,Chicken,206.64,148.59,Available
PROD00427,REST0079,Food Item 0427,Noodles,1134.59,609.81,Available
PROD00428,REST0076,Food Item 0428,Burger,712.42,390.42,Available
PROD00429,REST0016,Food Item 0429,Biryani,970.86,545.1,Available
PROD00430,REST0032,Food Item 0430,Rice,831.03,472.33,Available
PROD00431,REST0023,Food Item 0431,Pizza,675.39,324.25,Available
PROD00432,REST0034,Food Item 0432,Chicken,216.85,147.15,Available
PROD00433,REST0098,Food Item 0433,Burger,814.15,455.6,Available
PROD00434,REST0016,Food Item 0434,Biryani,287.8,205.47,Available
PROD00435,REST0034,Food Item 0435,Drinks,567.53,413.21,Available
PROD00436,REST0071,Food Item 0436,Pizza,799.44,365.61,Available
PROD00437,REST0033,Food Item 0437,Noodles,964.81,720.28,Unavailable
PROD00438,REST0068,Food Item 0438,Rice,859.85,570.09,Available
PROD00439,REST0043,Food Item 0439,Biryani,845.26,512.33,Available
PROD00440,REST0064,Food Item 0440,Noodles,280.97,159.27,Available
PROD00441,REST0071,Food Item 0441,Curry,493.82,299.04,Available
PROD00442,REST0018,Food Item 0442,Burger,166.35,91.06,Available
PROD00443,REST0068,Food Item 0443,Pizza,897.04,571.24,Available
PROD00444,REST0061,Food Item 0444,Burger,1148.79,549.0,Available
PROD00445,REST0075,Food Item 0445,Biryani,405.24,257.87,Available
PROD00446,REST0020,Food Item 0446,Dessert,214.71,114.36,Unavailable
PROD00447,REST0011,Food Item 0447,Dessert,633.62,288.48,Unavailable
PROD00448,REST0079,Food Item 0448,Rice,1045.23,643.66,Available
PROD00449,REST0046,Food Item 0449,Curry,716.13,446.53,Available
PROD00450,REST0064,Food Item 0450,Drinks,170.52,98.56,Available
PROD00451,REST0081,Food Item 0451,Chicken,1172.21,552.91,Available
PROD00452,REST0098,Food Item 0452,Pizza,1014.94,728.73,Available
PROD00453,REST0076,Food Item 0453,Pizza,262.12,166.03,Unavailable
PROD00454,REST0028,Food Item 0454,Biryani,1115.54,540.72,Unavailable
PROD00455,REST0048,Food Item 0455,Dessert,606.74,366.03,Available
PROD00456,REST0035,Food Item 0456,Snacks,521.65,312.56,Unavailable
PROD00457,REST0008,Food Item 0457,Drinks,617.94,289.27,Unavailable
PROD00458,REST0091,Food Item 0458,Biryani,1021.34,645.55,Available
PROD00459,REST0022,Food Item 0459,Drinks,832.24,576.32,Available
PROD00460,REST0024,Food Item 0460,Snacks,183.99,124.14,Available
PROD00461,REST0066,Food Item 0461,Dessert,1154.21,589.68,Available
PROD00462,REST0095,Food Item 0462,Noodles,279.61,198.16,Unavailable
PROD00463,REST0086,Food Item 0463,Snacks,925.21,511.42,Available
PROD00464,REST0064,Food Item 0464,Biryani,807.03,592.32,Unavailable
PROD00465,REST0065,Food Item 0465,Chicken,322.53,152.08,Available
PROD00466,REST0014,Food Item 0466,Drinks,304.39,181.37,Available
PROD00467,REST0025,Food Item 0467,Curry,1059.95,666.85,Available
PROD00468,REST0100,Food Item 0468,Biryani,573.27,300.56,Unavailable
PROD00469,REST0100,Food Item 0469,Noodles,826.94,563.49,Available
PROD00470,REST0003,Food Item 0470,Chicken,664.4,423.93,Unavailable
PROD00471,REST0005,Food Item 0471,Dessert,905.54,412.41,Available
PROD00472,REST0065,Food Item 0472,Rice,637.58,403.28,Available
PROD00473,REST0054,Food Item 0473,Pizza,430.37,257.12,Available
PROD00474,REST0019,Food Item 0474,Snacks,512.45,260.74,Unavailable
PROD00475,REST0097,Food Item 0475,Pizza,1047.8,784.51,Available
PROD00476,REST0054,Food Item 0476,Biryani,625.48,449.81,Available
PROD00477,REST0094,Food Item 0477,Dessert,350.53,188.5,Available
PROD00478,REST0076,Food Item 0478,Burger,1129.37,691.54,Available
PROD00479,REST0010,Food Item 0479,Chicken,980.33,534.23,Unavailable
PROD00480,REST0098,Food Item 0480,Curry,180.12,122.96,Available
PROD00481,REST0016,Food Item 0481,Pizza,1198.86,874.09,Unavailable
PROD00482,REST0046,Food Item 0482,Drinks,870.52,485.44,Available
PROD00483,REST0029,Food Item 0483,Noodles,293.09,202.72,Available
PROD00484,REST0015,Food Item 0484,Pizza,376.14,225.5,Unavailable
PROD00485,REST0048,Food Item 0485,Biryani,867.84,493.78,Available
PROD00486,REST0011,Food Item 0486,Chicken,962.14,703.83,Available
PROD00487,REST0034,Food Item 0487,Chicken,378.16,228.08,Available
PROD00488,REST0036,Food Item 0488,Snacks,397.53,234.63,Unavailable
PROD00489,REST0030,Food Item 0489,Burger,451.69,294.38,Unavailable
PROD00490,REST0099,Food Item 0490,Snacks,765.86,404.66,Available
PROD00491,REST0073,Food Item 0491,Rice,305.56,167.28,Available
PROD00492,REST0082,Food Item 0492,Curry,232.58,169.69,Available
PROD00493,REST0019,Food Item 0493,Dessert,853.17,557.6,Available
PROD00494,REST0068,Food Item 0494,Biryani,961.43,671.07,Available
PROD00495,REST0070,Food Item 0495,Biryani,661.0,351.21,Available
PROD00496,REST0033,Food Item 0496,Dessert,512.94,314.5,Available
PROD00497,REST0096,Food Item 0497,Dessert,586.61,434.92,Available
PROD00498,REST0080,Food Item 0498,Dessert,539.48,294.35,Unavailable
PROD00499,REST0075,Food Item 0499,Burger,1156.78,576.24,Available
PROD00500,REST0022,Food Item 0500,Dessert,949.54,572.83,Available
PROD00501,REST0036,Food Item 0501,Dessert,344.73,195.24,Available
PROD00502,REST0023,Food Item 0502,Pizza,534.92,266.32,Available
PROD00503,REST0063,Food Item 0503,Drinks,707.53,506.99,Unavailable
PROD00504,REST0026,Food Item 0504,Chicken,782.02,584.34,Unavailable
PROD00505,REST0060,Food Item 0505,Dessert,625.64,388.26,Available
PROD00506,REST0095,Food Item 0506,Pizza,994.94,678.95,Available
PROD00507,REST0093,Food Item 0507,Rice,949.01,671.63,Available
PROD00508,REST0005,Food Item 0508,Chicken,665.57,439.47,Available
PROD00509,REST0054,Food Item 0509,Curry,1042.78,483.06,Available
PROD00510,REST0038,Food Item 0510,Chicken,931.18,463.07,Available
PROD00511,REST0062,Food Item 0511,Burger,960.87,452.85,Available
PROD00512,REST0025,Food Item 0512,Dessert,1152.91,522.23,Available
PROD00513,REST0098,Food Item 0513,Chicken,407.78,220.93,Available
PROD00514,REST0012,Food Item 0514,Rice,409.06,232.23,Unavailable
PROD00515,REST0022,Food Item 0515,Burger,1080.07,564.13,Available
PROD00516,REST0009,Food Item 0516,Dessert,954.0,447.79,Available
PROD00517,REST0084,Food Item 0517,Snacks,1120.67,682.44,Unavailable
PROD00518,REST0029,Food Item 0518,Chicken,188.18,100.11,Unavailable
PROD00519,REST0044,Food Item 0519,Dessert,797.98,549.66,Unavailable
PROD00520,REST0093,Food Item 0520,Snacks,276.2,124.96,Unavailable
PROD00521,REST0027,Food Item 0521,Burger,664.21,466.78,Unavailable
PROD00522,REST0055,Food Item 0522,Noodles,288.21,212.25,Available
PROD00523,REST0081,Food Item 0523,Drinks,258.32,171.74,Available
PROD00524,REST0005,Food Item 0524,Noodles,133.14,89.22,Unavailable
PROD00525,REST0052,Food Item 0525,Snacks,800.66,584.54,Unavailable
PROD00526,REST0013,Food Item 0526,Biryani,507.74,260.33,Unavailable
PROD00527,REST0042,Food Item 0527,Drinks,233.6,174.82,Unavailable
PROD00528,REST0015,Food Item 0528,Drinks,468.66,319.65,Available
PROD00529,REST0079,Food Item 0529,Rice,302.46,202.03,Available
PROD00530,REST0018,Food Item 0530,Rice,1137.03,634.83,Unavailable
PROD00531,REST0050,Food Item 0531,Dessert,465.61,285.76,Unavailable
PROD00532,REST0002,Food Item 0532,Chicken,480.67,310.6,Available
PROD00533,REST0087,Food Item 0533,Noodles,1027.05,653.31,Unavailable
PROD00534,REST0013,Food Item 0534,Curry,819.58,542.15,Unavailable
PROD00535,REST0068,Food Item 0535,Biryani,886.99,421.07,Available
PROD00536,REST0047,Food Item 0536,Curry,806.88,449.19,Available
PROD00537,REST0089,Food Item 0537,Dessert,1141.89,662.52,Unavailable
PROD00538,REST0075,Food Item 0538,Snacks,343.56,181.46,Available
PROD00539,REST0050,Food Item 0539,Drinks,1188.16,596.2,Available
PROD00540,REST0012,Food Item 0540,Biryani,1017.43,500.25,Available
PROD00541,REST0013,Food Item 0541,Dessert,756.09,423.35,Available
PROD00542,REST0009,Food Item 0542,Biryani,835.36,499.57,Available
PROD00543,REST0059,Food Item 0543,Pizza,820.73,384.83,Unavailable
PROD00544,REST0045,Food Item 0544,Noodles,183.07,134.36,Available
PROD00545,REST0070,Food Item 0545,Rice,355.46,241.56,Unavailable
PROD00546,REST0043,Food Item 0546,Noodles,1158.39,775.26,Unavailable
PROD00547,REST0074,Food Item 0547,Curry,697.11,349.85,Available
PROD00548,REST0023,Food Item 0548,Biryani,528.62,333.63,Available
PROD00549,REST0079,Food Item 0549,Burger,943.0,574.21,Available
PROD00550,REST0045,Food Item 0550,Rice,686.48,511.25,Available
PROD00551,REST0023,Food Item 0551,Curry,134.22,90.5,Unavailable
PROD00552,REST0034,Food Item 0552,Pizza,915.14,569.88,Available
PROD00553,REST0016,Food Item 0553,Pizza,910.79,642.33,Available
PROD00554,REST0063,Food Item 0554,Burger,298.36,148.14,Available
PROD00555,REST0051,Food Item 0555,Drinks,1153.19,524.2,Available
PROD00556,REST0032,Food Item 0556,Biryani,361.82,237.74,Available
PROD00557,REST0038,Food Item 0557,Pizza,614.37,294.59,Available
PROD00558,REST0056,Food Item 0558,Rice,243.91,118.21,Available
PROD00559,REST0069,Food Item 0559,Curry,771.54,519.56,Available
PROD00560,REST0017,Food Item 0560,Burger,525.49,279.12,Available
PROD00561,REST0086,Food Item 0561,Drinks,501.43,320.21,Available
PROD00562,REST0039,Food Item 0562,Drinks,1013.14,734.75,Available
PROD00563,REST0041,Food Item 0563,Dessert,130.33,71.02,Available
PROD00564,REST0048,Food Item 0564,Curry,981.78,505.76,Unavailable
PROD00565,REST0082,Food Item 0565,Rice,737.16,355.29,Available
PROD00566,REST0028,Food Item 0566,Pizza,1184.99,579.62,Unavailable
PROD00567,REST0077,Food Item 0567,Dessert,756.6,354.59,Available
PROD00568,REST0050,Food Item 0568,Chicken,179.81,85.64,Unavailable
PROD00569,REST0001,Food Item 0569,Rice,174.7,101.26,Available
PROD00570,REST0050,Food Item 0570,Biryani,1073.81,586.58,Available
PROD00571,REST0019,Food Item 0571,Curry,1028.51,680.84,Available
PROD00572,REST0098,Food Item 0572,Burger,493.56,350.96,Available
PROD00573,REST0059,Food Item 0573,Pizza,787.48,539.76,Available
PROD00574,REST0068,Food Item 0574,Chicken,648.76,395.22,Available
PROD00575,REST0067,Food Item 0575,Biryani,1164.54,559.83,Available
PROD00576,REST0041,Food Item 0576,Burger,1145.96,759.69,Available
PROD00577,REST0010,Food Item 0577,Pizza,1182.55,660.87,Available
PROD00578,REST0028,Food Item 0578,Snacks,1055.76,502.22,Available
PROD00579,REST0034,Food Item 0579,Snacks,1102.32,774.64,Available
PROD00580,REST0039,Food Item 0580,Drinks,354.66,195.58,Unavailable
PROD00581,REST0083,Food Item 0581,Chicken,1017.49,524.49,Available
PROD00582,REST0056,Food Item 0582,Chicken,885.57,630.03,Available
PROD00583,REST0052,Food Item 0583,Snacks,1159.81,835.81,Available
PROD00584,REST0100,Food Item 0584,Dessert,736.96,406.57,Available
PROD00585,REST0003,Food Item 0585,Dessert,211.98,117.95,Available
PROD00586,REST0023,Food Item 0586,Drinks,765.19,477.39,Available
PROD00587,REST0017,Food Item 0587,Pizza,861.51,577.24,Unavailable
PROD00588,REST0071,Food Item 0588,Dessert,357.95,167.86,Available
PROD00589,REST0026,Food Item 0589,Dessert,545.64,342.66,Unavailable
PROD00590,REST0018,Food Item 0590,Noodles,766.38,563.94,Unavailable
PROD00591,REST0046,Food Item 0591,Noodles,524.03,277.02,Available
PROD00592,REST0070,Food Item 0592,Rice,524.94,379.35,Available
PROD00593,REST0031,Food Item 0593,Noodles,263.73,193.85,Available
PROD00594,REST0093,Food Item 0594,Pizza,1136.01,602.93,Unavailable
PROD00595,REST0009,Food Item 0595,Pizza,930.53,629.28,Available
PROD00596,REST0035,Food Item 0596,Noodles,121.34,63.29,Available
PROD00597,REST0081,Food Item 0597,Biryani,946.86,635.61,Available
PROD00598,REST0060,Food Item 0598,Burger,918.98,633.38,Unavailable
PROD00599,REST0076,Food Item 0599,Drinks,130.51,68.41,Available
PROD00600,REST0063,Food Item 0600,Pizza,519.17,345.12,Available
PROD00601,REST0100,Food Item 0601,Snacks,775.29,537.77,Unavailable
PROD00602,REST0052,Food Item 0602,Pizza,608.97,339.55,Available
PROD00603,REST0048,Food Item 0603,Rice,960.23,480.41,Available
PROD00604,REST0061,Food Item 0604,Pizza,579.49,276.76,Available
PROD00605,REST0024,Food Item 0605,Chicken,286.17,178.17,Available
PROD00606,REST0074,Food Item 0606,Snacks,1174.53,873.18,Unavailable
PROD00607,REST0058,Food Item 0607,Burger,381.4,265.79,Available
PROD00608,REST0064,Food Item 0608,Pizza,895.11,519.84,Available
PROD00609,REST0030,Food Item 0609,Noodles,274.61,167.78,Unavailable
PROD00610,REST0029,Food Item 0610,Pizza,475.33,253.76,Available
PROD00611,REST0010,Food Item 0611,Drinks,597.39,298.05,Available
PROD00612,REST0039,Food Item 0612,Rice,327.61,194.8,Available
PROD00613,REST0055,Food Item 0613,Drinks,605.96,356.94,Available
PROD00614,REST0028,Food Item 0614,Burger,289.74,175.75,Unavailable
PROD00615,REST0018,Food Item 0615,Burger,723.73,532.55,Available
PROD00616,REST0041,Food Item 0616,Burger,836.81,528.17,Available
PROD00617,REST0081,Food Item 0617,Rice,187.43,118.41,Available
PROD00618,REST0075,Food Item 0618,Drinks,1060.82,518.11,Unavailable
PROD00619,REST0065,Food Item 0619,Dessert,319.95,239.63,Available
PROD00620,REST0081,Food Item 0620,Chicken,363.39,247.78,Available
PROD00621,REST0100,Food Item 0621,Burger,834.26,594.96,Available
PROD00622,REST0100,Food Item 0622,Biryani,626.25,359.65,Available
PROD00623,REST0046,Food Item 0623,Drinks,659.35,396.03,Available
PROD00624,REST0060,Food Item 0624,Drinks,258.41,156.76,Unavailable
PROD00625,REST0009,Food Item 0625,Noodles,990.19,503.24,Available
PROD00626,REST0045,Food Item 0626,Curry,786.42,516.56,Available
PROD00627,REST0060,Food Item 0627,Curry,266.21,191.91,Available
PROD00628,REST0028,Food Item 0628,Snacks,523.92,261.49,Unavailable
PROD00629,REST0097,Food Item 0629,Rice,995.24,473.63,Available
PROD00630,REST0003,Food Item 0630,Burger,733.82,492.73,Available
PROD00631,REST0051,Food Item 0631,Noodles,237.34,126.26,Available
PROD00632,REST0008,Food Item 0632,Burger,522.6,332.98,Available
PROD00633,REST0070,Food Item 0633,Burger,382.11,251.71,Available
PROD00634,REST0059,Food Item 0634,Noodles,678.86,371.05,Available
PROD00635,REST0061,Food Item 0635,Noodles,1030.83,715.96,Available
PROD00636,REST0058,Food Item 0636,Chicken,591.17,363.57,Available
PROD00637,REST0070,Food Item 0637,Pizza,588.01,417.9,Unavailable
PROD00638,REST0093,Food Item 0638,Curry,1097.78,745.38,Available
PROD00639,REST0012,Food Item 0639,Pizza,742.28,527.44,Unavailable
PROD00640,REST0009,Food Item 0640,Snacks,731.49,333.59,Available
PROD00641,REST0049,Food Item 0641,Noodles,402.86,210.72,Available
PROD00642,REST0083,Food Item 0642,Rice,776.34,370.32,Available
PROD00643,REST0017,Food Item 0643,Snacks,741.98,432.3,Available
PROD00644,REST0054,Food Item 0644,Noodles,548.6,393.34,Available
PROD00645,REST0044,Food Item 0645,Pizza,1189.95,702.38,Available
PROD00646,REST0032,Food Item 0646,Dessert,1072.44,755.98,Unavailable
PROD00647,REST0035,Food Item 0647,Dessert,929.55,509.54,Available
PROD00648,REST0078,Food Item 0648,Curry,700.33,386.49,Available
PROD00649,REST0049,Food Item 0649,Biryani,619.02,444.87,Available
PROD00650,REST0054,Food Item 0650,Rice,319.69,184.7,Available
PROD00651,REST0016,Food Item 0651,Burger,450.2,309.26,Available
PROD00652,REST0085,Food Item 0652,Drinks,955.88,498.01,Available
PROD00653,REST0012,Food Item 0653,Snacks,610.05,448.17,Available
PROD00654,REST0088,Food Item 0654,Noodles,1072.85,667.71,Available
PROD00655,REST0098,Food Item 0655,Dessert,279.74,189.61,Available
PROD00656,REST0008,Food Item 0656,Biryani,669.01,319.02,Unavailable
PROD00657,REST0021,Food Item 0657,Rice,818.72,489.43,Available
PROD00658,REST0048,Food Item 0658,Rice,678.2,488.52,Available
PROD00659,REST0008,Food Item 0659,Dessert,1080.37,770.42,Unavailable
PROD00660,REST0028,Food Item 0660,Drinks,1188.73,551.62,Unavailable
PROD00661,REST0080,Food Item 0661,Biryani,245.1,132.63,Available
PROD00662,REST0010,Food Item 0662,Chicken,260.35,151.78,Unavailable
PROD00663,REST0052,Food Item 0663,Drinks,260.75,130.81,Available
PROD00664,REST0015,Food Item 0664,Pizza,855.67,572.44,Available
PROD00665,REST0004,Food Item 0665,Rice,522.49,264.04,Available
PROD00666,REST0090,Food Item 0666,Biryani,911.98,505.23,Available
PROD00667,REST0079,Food Item 0667,Dessert,557.91,362.07,Available
PROD00668,REST0100,Food Item 0668,Rice,797.82,474.41,Unavailable
PROD00669,REST0096,Food Item 0669,Drinks,951.45,638.97,Available
PROD00670,REST0062,Food Item 0670,Burger,712.07,525.77,Available
PROD00671,REST0004,Food Item 0671,Burger,702.66,340.76,Available
PROD00672,REST0041,Food Item 0672,Rice,215.29,142.71,Available
PROD00673,REST0073,Food Item 0673,Biryani,563.64,292.59,Unavailable
PROD00674,REST0099,Food Item 0674,Biryani,709.44,407.46,Available
PROD00675,REST0055,Food Item 0675,Snacks,618.94,284.63,Available
PROD00676,REST0028,Food Item 0676,Pizza,1092.84,536.34,Available
PROD00677,REST0047,Food Item 0677,Snacks,1099.05,600.01,Unavailable
PROD00678,REST0009,Food Item 0678,Snacks,1007.67,556.83,Available
PROD00679,REST0002,Food Item 0679,Pizza,525.32,378.17,Available
PROD00680,REST0067,Food Item 0680,Dessert,894.68,601.71,Unavailable
PROD00681,REST0048,Food Item 0681,Burger,546.91,405.62,Unavailable
PROD00682,REST0069,Food Item 0682,Dessert,371.2,233.75,Available
PROD00683,REST0074,Food Item 0683,Snacks,490.33,256.2,Unavailable
PROD00684,REST0028,Food Item 0684,Biryani,196.64,107.82,Available
PROD00685,REST0079,Food Item 0685,Pizza,478.32,261.14,Unavailable
PROD00686,REST0014,Food Item 0686,Drinks,617.6,338.41,Available
PROD00687,REST0046,Food Item 0687,Noodles,1151.92,750.92,Available
PROD00688,REST0087,Food Item 0688,Noodles,458.48,279.33,Available
PROD00689,REST0013,Food Item 0689,Curry,1094.65,619.16,Available
PROD00690,REST0016,Food Item 0690,Rice,367.17,181.65,Available
PROD00691,REST0094,Food Item 0691,Chicken,326.25,148.98,Available
PROD00692,REST0040,Food Item 0692,Chicken,680.52,350.91,Available
PROD00693,REST0072,Food Item 0693,Drinks,846.31,408.13,Available
PROD00694,REST0081,Food Item 0694,Curry,167.88,115.1,Unavailable
PROD00695,REST0030,Food Item 0695,Burger,358.75,173.55,Available
PROD00696,REST0081,Food Item 0696,Drinks,612.14,408.46,Unavailable
PROD00697,REST0099,Food Item 0697,Snacks,477.48,270.11,Available
PROD00698,REST0065,Food Item 0698,Drinks,889.63,419.92,Available
PROD00699,REST0058,Food Item 0699,Noodles,672.05,466.28,Available
PROD00700,REST0088,Food Item 0700,Chicken,293.19,182.92,Available
PROD00701,REST0048,Food Item 0701,Burger,1086.02,565.52,Available
PROD00702,REST0049,Food Item 0702,Rice,436.34,313.47,Available
PROD00703,REST0089,Food Item 0703,Snacks,909.62,421.68,Available
PROD00704,REST0002,Food Item 0704,Rice,962.31,491.3,Available
PROD00705,REST0089,Food Item 0705,Noodles,1160.21,783.85,Unavailable
PROD00706,REST0014,Food Item 0706,Curry,658.39,436.39,Available
PROD00707,REST0097,Food Item 0707,Rice,785.1,421.43,Available
PROD00708,REST0017,Food Item 0708,Curry,481.67,225.71,Available
PROD00709,REST0031,Food Item 0709,Snacks,852.43,603.03,Available
PROD00710,REST0010,Food Item 0710,Chicken,620.45,337.59,Available
PROD00711,REST0070,Food Item 0711,Biryani,592.66,301.49,Available
PROD00712,REST0089,Food Item 0712,Drinks,1043.9,631.37,Available
PROD00713,REST0037,Food Item 0713,Dessert,174.18,125.94,Available
PROD00714,REST0064,Food Item 0714,Burger,1072.52,496.65,Available
PROD00715,REST0030,Food Item 0715,Pizza,1040.24,707.09,Available
PROD00716,REST0034,Food Item 0716,Pizza,666.88,414.63,Available
PROD00717,REST0018,Food Item 0717,Snacks,649.42,375.13,Available
PROD00718,REST0088,Food Item 0718,Drinks,510.75,343.85,Available
PROD00719,REST0063,Food Item 0719,Drinks,1193.71,883.04,Available
PROD00720,REST0049,Food Item 0720,Drinks,240.06,124.53,Available
PROD00721,REST0056,Food Item 0721,Burger,757.43,373.48,Available
PROD00722,REST0091,Food Item 0722,Chicken,856.22,619.79,Available
PROD00723,REST0058,Food Item 0723,Biryani,1129.08,734.68,Available
PROD00724,REST0027,Food Item 0724,Drinks,962.62,559.66,Available
PROD00725,REST0055,Food Item 0725,Dessert,815.35,507.13,Unavailable
PROD00726,REST0085,Food Item 0726,Biryani,246.16,165.83,Available
PROD00727,REST0019,Food Item 0727,Burger,523.63,357.07,Available
PROD00728,REST0023,Food Item 0728,Drinks,269.95,195.98,Unavailable
PROD00729,REST0047,Food Item 0729,Snacks,1071.71,619.51,Available
PROD00730,REST0079,Food Item 0730,Burger,929.59,500.14,Available
PROD00731,REST0066,Food Item 0731,Biryani,938.14,602.19,Unavailable
PROD00732,REST0099,Food Item 0732,Curry,824.44,473.82,Available
PROD00733,REST0051,Food Item 0733,Curry,667.61,419.51,Available
PROD00734,REST0084,Food Item 0734,Snacks,281.97,162.41,Available
PROD00735,REST0028,Food Item 0735,Rice,476.07,236.08,Available
PROD00736,REST0057,Food Item 0736,Pizza,267.87,158.27,Unavailable
PROD00737,REST0058,Food Item 0737,Snacks,902.91,593.46,Available
PROD00738,REST0015,Food Item 0738,Curry,293.05,202.14,Available
PROD00739,REST0016,Food Item 0739,Snacks,878.28,525.21,Available
PROD00740,REST0097,Food Item 0740,Noodles,867.64,433.45,Unavailable
PROD00741,REST0047,Food Item 0741,Curry,616.05,353.86,Available
PROD00742,REST0063,Food Item 0742,Chicken,266.05,182.48,Available
PROD00743,REST0012,Food Item 0743,Drinks,459.98,263.96,Available
PROD00744,REST0043,Food Item 0744,Chicken,465.7,306.88,Unavailable
PROD00745,REST0084,Food Item 0745,Rice,876.42,527.75,Available
PROD00746,REST0029,Food Item 0746,Snacks,242.84,126.85,Available
PROD00747,REST0049,Food Item 0747,Noodles,1015.39,699.45,Available
PROD00748,REST0003,Food Item 0748,Curry,941.89,447.65,Available
PROD00749,REST0069,Food Item 0749,Drinks,321.21,195.12,Unavailable
PROD00750,REST0060,Food Item 0750,Noodles,896.7,459.71,Unavailable
PROD00751,REST0066,Food Item 0751,Noodles,841.99,395.84,Available
PROD00752,REST0087,Food Item 0752,Chicken,927.97,557.6,Available
PROD00753,REST0090,Food Item 0753,Pizza,324.04,194.38,Available
PROD00754,REST0026,Food Item 0754,Biryani,290.2,192.13,Available
PROD00755,REST0071,Food Item 0755,Pizza,375.4,252.8,Available
PROD00756,REST0074,Food Item 0756,Snacks,515.14,344.29,Available
PROD00757,REST0069,Food Item 0757,Snacks,977.16,559.78,Unavailable
PROD00758,REST0047,Food Item 0758,Pizza,916.96,586.4,Available
PROD00759,REST0076,Food Item 0759,Biryani,1119.49,697.54,Available
PROD00760,REST0096,Food Item 0760,Curry,183.32,105.68,Unavailable
PROD00761,REST0042,Food Item 0761,Noodles,132.48,83.35,Unavailable
PROD00762,REST0031,Food Item 0762,Noodles,875.07,642.45,Available
PROD00763,REST0022,Food Item 0763,Pizza,421.63,214.13,Unavailable
PROD00764,REST0017,Food Item 0764,Pizza,480.81,347.02,Available
PROD00765,REST0084,Food Item 0765,Burger,710.55,331.14,Available
PROD00766,REST0020,Food Item 0766,Biryani,230.61,125.11,Available
PROD00767,REST0008,Food Item 0767,Chicken,814.11,436.72,Available
PROD00768,REST0098,Food Item 0768,Noodles,471.16,300.56,Available
PROD00769,REST0049,Food Item 0769,Chicken,803.33,393.12,Available
PROD00770,REST0087,Food Item 0770,Drinks,1020.73,729.52,Available
PROD00771,REST0038,Food Item 0771,Curry,304.8,212.92,Available
PROD00772,REST0053,Food Item 0772,Pizza,1125.34,726.54,Available
PROD00773,REST0028,Food Item 0773,Burger,693.14,407.24,Unavailable
PROD00774,REST0077,Food Item 0774,Burger,1116.76,815.11,Available
PROD00775,REST0029,Food Item 0775,Snacks,344.35,240.78,Unavailable
PROD00776,REST0072,Food Item 0776,Drinks,772.93,463.6,Unavailable
PROD00777,REST0011,Food Item 0777,Curry,556.2,367.4,Available
PROD00778,REST0047,Food Item 0778,Curry,956.16,592.89,Available
PROD00779,REST0045,Food Item 0779,Rice,774.38,485.06,Available
PROD00780,REST0018,Food Item 0780,Pizza,654.08,359.28,Available
PROD00781,REST0050,Food Item 0781,Snacks,1106.02,651.03,Unavailable
PROD00782,REST0089,Food Item 0782,Biryani,527.29,249.64,Unavailable
PROD00783,REST0049,Food Item 0783,Biryani,357.58,199.25,Available
