order_item_id,order_id,product_id,quantity,unit_price,item_total
ITEM0002027,ORD000960,PROD00650,2,319.69,639.38
ITEM0002028,ORD000960,PROD00148,1,917.63,917.63
ITEM0002029,ORD000961,PROD00502,2,534.92,1069.84
ITEM0002030,ORD000962,PROD00674,1,709.44,709.44
ITEM0002031,ORD000962,PROD00928,1,1074.9,1074.9
ITEM0002032,ORD000962,PROD00043,1,572.78,572.78
ITEM0002033,ORD000963,PROD00924,1,139.01,139.01
ITEM0002034,ORD000963,PROD00563,2,130.33,260.66
ITEM0002035,ORD000963,PROD00481,2,1198.86,2397.72
ITEM0002036,ORD000964,PROD00103,2,1069.35,2138.7
ITEM0002037,ORD000964,PROD00408,1,433.74,433.74
ITEM0002038,ORD000964,PROD00830,1,780.1,780.1
ITEM0002039,ORD000965,PROD00622,1,626.25,626.25
ITEM0002040,ORD000965,PROD00328,1,856.76,856.76
ITEM0002041,ORD000965,PROD00944,3,630.75,1892.25
ITEM0002042,ORD000966,PROD00648,1,700.33,700.33
ITEM0002043,ORD000966,PROD00430,3,831.03,2493.09
ITEM0002044,ORD000967,PROD00712,1,1043.9,1043.9
ITEM0002045,ORD000968,PROD00939,1,925.44,925.44
ITEM0002046,ORD000968,PROD00058,1,280.28,280.28
ITEM0002047,ORD000969,PROD00401,2,299.67,599.34
ITEM0002048,ORD000969,PROD00033,2,558.78,1117.56
ITEM0002049,ORD000970,PROD00927,1,478.54,478.54
ITEM0002050,ORD000970,PROD00630,2,733.82,1467.64
ITEM0002051,ORD000970,PROD00221,2,579.57,1159.14
ITEM0002052,ORD000970,PROD00890,1,153.07,153.07
ITEM0002053,ORD000971,PROD00101,2,623.49,1246.98
ITEM0002054,ORD000971,PROD00861,2,477.32,954.64
ITEM0002055,ORD000972,PROD00313,1,832.93,832.93
ITEM0002056,ORD000972,PROD00975,1,1156.47,1156.47
ITEM0002057,ORD000973,PROD00333,1,436.24,436.24
ITEM0002058,ORD000974,PROD00522,3,288.21,864.63
ITEM0002059,ORD000974,PROD00610,1,475.33,475.33
ITEM0002060,ORD000974,PROD00040,1,376.47,376.47
ITEM0002061,ORD000975,PROD00078,1,234.87,234.87
ITEM0002062,ORD000976,PROD00039,3,744.86,2234.58
ITEM0002063,ORD000976,PROD00649,1,619.02,619.02
ITEM0002064,ORD000976,PROD00221,1,579.57,579.57
ITEM0002065,ORD000977,PROD00804,1,1038.65,1038.65
ITEM0002066,ORD000978,PROD00059,1,854.09,854.09
ITEM0002067,ORD000978,PROD00378,1,863.69,863.69
ITEM0002068,ORD000978,PROD00527,3,233.6,700.8
ITEM0002069,ORD000979,PROD00235,2,1133.54,2267.08
ITEM0002070,ORD000980,PROD00801,2,639.62,1279.24
ITEM0002071,ORD000980,PROD00637,1,588.01,588.01
ITEM0002072,ORD000981,PROD00797,2,891.12,1782.24
ITEM0002073,ORD000982,PROD00610,2,475.33,950.66
ITEM0002074,ORD000983,PROD00413,3,348.54,1045.62
ITEM0002075,ORD000984,PROD00199,1,1146.35,1146.35
ITEM0002076,ORD000985,PROD00410,1,226.4,226.4
ITEM0002077,ORD000985,PROD00065,2,531.25,1062.5
ITEM0002078,ORD000986,PROD00715,1,1040.24,1040.24
ITEM0002079,ORD000986,PROD00783,2,357.58,715.16
ITEM0002080,ORD000986,PROD00929,1,970.73,970.73
ITEM0002081,ORD000987,PROD00424,2,561.09,1122.18
ITEM0002082,ORD000987,PROD00507,3,949.01,2847.03
ITEM0002083,ORD000987,PROD00160,2,941.37,1882.74
ITEM0002084,ORD000987,PROD00612,1,327.61,327.61
ITEM0002085,ORD000988,PROD00392,1,967.45,967.45
ITEM0002086,ORD000989,PROD00808,1,1017.89,1017.89
ITEM0002087,ORD000990,PROD00350,1,190.95,190.95
ITEM0002088,ORD000991,PROD00237,3,1058.19,3174.57
ITEM0002089,ORD000992,PROD00312,2,799.92,1599.84
ITEM0002090,ORD000992,PROD00785,1,793.95,793.95
ITEM0002091,ORD000992,PROD00770,2,1020.73,2041.46
ITEM0002092,ORD000993,PROD00358,2,740.69,1481.38
ITEM0002093,ORD000993,PROD00575,3,1164.54,3493.62
ITEM0002094,ORD000994,PROD00393,1,366.42,366.42
ITEM0002095,ORD000994,PROD00933,3,1031.13,3093.39
ITEM0002096,ORD000994,PROD00660,1,1188.73,1188.73
ITEM0002097,ORD000995,PROD00993,1,814.05,814.05
ITEM0002098,ORD000995,PROD00522,1,288.21,288.21
ITEM0002099,ORD000995,PROD00944,3,630.75,1892.25
ITEM0002100,ORD000996,PROD00923,1,832.44,832.44
ITEM0002101,ORD000996,PROD00561,2,501.43,1002.86
ITEM0002102,ORD000997,PROD00843,3,981.64,2944.92
ITEM0002103,ORD000997,PROD00629,1,995.24,995.24
ITEM0002104,ORD000998,PROD00209,2,847.9,1695.8
ITEM0002105,ORD000998,PROD00070,1,546.43,546.43
ITEM0002106,ORD000998,PROD00760,2,183.32,366.64
ITEM0002107,ORD000999,PROD00729,1,1071.71,1071.71
ITEM0002108,ORD000999,PROD00245,1,625.2,625.2
ITEM0002109,ORD000999,PROD00740,2,867.64,1735.28
ITEM0002110,ORD001000,PROD00074,1,302.09,302.09
ITEM0002111,ORD001000,PROD00173,2,313.28,626.56
ITEM0002112,ORD001001,PROD00871,1,1002.01,1002.01
ITEM0002113,ORD001002,PROD00715,3,1040.24,3120.72
ITEM0002114,ORD001003,PROD00349,2,241.96,483.92
ITEM0002115,ORD001003,PROD00038,1,910.05,910.05
ITEM0002116,ORD001004,PROD00287,1,777.08,777.08
ITEM0002117,ORD001004,PROD00666,1,911.98,911.98
ITEM0002118,ORD001004,PROD00723,1,1129.08,1129.08
ITEM0002119,ORD001005,PROD00602,2,608.97,1217.94
ITEM0002120,ORD001005,PROD00419,2,226.8,453.6
ITEM0002121,ORD001006,PROD00887,1,991.07,991.07
ITEM0002122,ORD001006,PROD00580,2,354.66,709.32
ITEM0002123,ORD001007,PROD00747,1,1015.39,1015.39
ITEM0002124,ORD001007,PROD00473,2,430.37,860.74
ITEM0002125,ORD001007,PROD00975,2,1156.47,2312.94
ITEM0002126,ORD001008,PROD00305,1,454.05,454.05
ITEM0002127,ORD001008,PROD00847,1,218.88,218.88
ITEM0002128,ORD001008,PROD00444,1,1148.79,1148.79
ITEM0002129,ORD001009,PROD00491,1,305.56,305.56
ITEM0002130,ORD001009,PROD00912,1,302.1,302.1
ITEM0002131,ORD001010,PROD00109,1,451.21,451.21
ITEM0002132,ORD001011,PROD00992,1,1067.88,1067.88
ITEM0002133,ORD001012,PROD00761,1,132.48,132.48
ITEM0002134,ORD001012,PROD00997,1,1070.48,1070.48
ITEM0002135,ORD001012,PROD00567,1,756.6,756.6
ITEM0002136,ORD001012,PROD00597,1,946.86,946.86
ITEM0002137,ORD001013,PROD00950,3,275.69,827.07
ITEM0002138,ORD001014,PROD00226,3,1058.72,3176.16
ITEM0002139,ORD001014,PROD00204,1,710.88,710.88
ITEM0002140,ORD001015,PROD00168,2,1066.41,2132.82
ITEM0002141,ORD001015,PROD00945,2,327.88,655.76
ITEM0002142,ORD001016,PROD00080,1,519.85,519.85
ITEM0002143,ORD001016,PROD00197,1,393.33,393.33
ITEM0002144,ORD001017,PROD00842,1,858.43,858.43
ITEM0002145,ORD001017,PROD00411,1,725.51,725.51
ITEM0002146,ORD001018,PROD00508,1,665.57,665.57
ITEM0002147,ORD001018,PROD00286,3,944.31,2832.93
ITEM0002148,ORD001018,PROD00873,1,617.75,617.75
ITEM0002149,ORD001019,PROD00010,3,629.26,1887.78
ITEM0002150,ORD001019,PROD00622,2,626.25,1252.5
ITEM0002151,ORD001020,PROD00316,3,587.17,1761.51
ITEM0002152,ORD001020,PROD00286,1,944.31,944.31
ITEM0002153,ORD001021,PROD00776,1,772.93,772.93
ITEM0002154,ORD001021,PROD00802,1,1013.35,1013.35
ITEM0002155,ORD001022,PROD00405,1,507.07,507.07
ITEM0002156,ORD001022,PROD00210,1,1037.2,1037.2
ITEM0002157,ORD001022,PROD00907,1,1194.63,1194.63
ITEM0002158,ORD001023,PROD00845,2,899.39,1798.78
ITEM0002159,ORD001023,PROD00980,3,402.73,1208.19
ITEM0002160,ORD001024,PROD00371,2,899.19,1798.38
ITEM0002161,ORD001024,PROD00604,2,579.49,1158.98
ITEM0002162,ORD001025,PROD00911,1,513.37,513.37
ITEM0002163,ORD001026,PROD00980,1,402.73,402.73
ITEM0002164,ORD001026,PROD00051,1,688.53,688.53
ITEM0002165,ORD001026,PROD00789,2,911.3,1822.6
ITEM0002166,ORD001027,PROD00358,2,740.69,1481.38
ITEM0002167,ORD001027,PROD00216,3,1009.07,3027.21
ITEM0002168,ORD001027,PROD00579,1,1102.32,1102.32
ITEM0002169,ORD001027,PROD00159,1,791.6,791.6
ITEM0002170,ORD001028,PROD00370,1,737.63,737.63
ITEM0002171,ORD001028,PROD00330,3,1182.29,3546.87
ITEM0002172,ORD001029,PROD00433,1,814.15,814.15
ITEM0002173,ORD001029,PROD00654,1,1072.85,1072.85
ITEM0002174,ORD001030,PROD00035,1,1154.09,1154.09
ITEM0002175,ORD001030,PROD00527,1,233.6,233.6
ITEM0002176,ORD001031,PROD00469,1,826.94,826.94
ITEM0002177,ORD001032,PROD00305,1,454.05,454.05
ITEM0002178,ORD001032,PROD00743,2,459.98,919.96
ITEM0002179,ORD001032,PROD00349,1,241.96,241.96
ITEM0002180,ORD001033,PROD00513,2,407.78,815.56
ITEM0002181,ORD001034,PROD00498,2,539.48,1078.96
ITEM0002182,ORD001035,PROD00908,2,147.55,295.1
ITEM0002183,ORD001035,PROD00768,2,471.16,942.32
ITEM0002184,ORD001036,PROD00867,2,878.1,1756.2
ITEM0002185,ORD001036,PROD00614,1,289.74,289.74
ITEM0002186,ORD001036,PROD00735,1,476.07,476.07
ITEM0002187,ORD001037,PROD00777,2,556.2,1112.4
ITEM0002188,ORD001037,PROD00957,1,1165.21,1165.21
ITEM0002189,ORD001038,PROD00098,1,1027.94,1027.94
ITEM0002190,ORD001038,PROD00196,2,876.55,1753.1
ITEM0002191,ORD001038,PROD00342,2,833.0,1666.0
ITEM0002192,ORD001039,PROD00422,2,947.14,1894.28
ITEM0002193,ORD001039,PROD00275,1,212.03,212.03
ITEM0002194,ORD001039,PROD00752,2,927.97,1855.94
ITEM0002195,ORD001040,PROD00491,3,305.56,916.68
ITEM0002196,ORD001040,PROD00979,1,212.3,212.3
ITEM0002197,ORD001041,PROD00925,1,381.22,381.22
ITEM0002198,ORD001042,PROD00153,1,155.54,155.54
ITEM0002199,ORD001042,PROD00960,1,867.29,867.29
ITEM0002200,ORD001043,PROD00489,2,451.69,903.38
ITEM0002201,ORD001044,PROD00288,1,514.66,514.66
ITEM0002202,ORD001044,PROD00077,2,1114.47,2228.94
ITEM0002203,ORD001045,PROD00309,1,523.51,523.51
ITEM0002204,ORD001045,PROD00040,2,376.47,752.94
ITEM0002205,ORD001046,PROD00653,1,610.05,610.05
ITEM0002206,ORD001047,PROD00300,3,1064.21,3192.63
ITEM0002207,ORD001047,PROD00227,2,1197.74,2395.48
ITEM0002208,ORD001047,PROD00790,1,239.45,239.45
ITEM0002209,ORD001048,PROD00489,1,451.69,451.69
ITEM0002210,ORD001048,PROD00256,1,258.03,258.03
ITEM0002211,ORD001049,PROD00753,1,324.04,324.04
ITEM0002212,ORD001050,PROD00322,2,461.05,922.1
ITEM0002213,ORD001051,PROD00404,1,760.09,760.09
ITEM0002214,ORD001051,PROD00906,2,835.86,1671.72
ITEM0002215,ORD001051,PROD00060,2,233.3,466.6
ITEM0002216,ORD001052,PROD00746,3,242.84,728.52
ITEM0002217,ORD001052,PROD00442,2,166.35,332.7
ITEM0002218,ORD001053,PROD00534,1,819.58,819.58
ITEM0002219,ORD001053,PROD00825,1,1138.85,1138.85
ITEM0002220,ORD001053,PROD00003,2,892.5,1785.0
ITEM0002221,ORD001054,PROD00301,1,1073.52,1073.52
ITEM0002222,ORD001054,PROD00519,3,797.98,2393.94
ITEM0002223,ORD001054,PROD00248,3,1011.47,3034.41
ITEM0002224,ORD001054,PROD00192,1,1030.49,1030.49
ITEM0002225,ORD001055,PROD00659,2,1080.37,2160.74
ITEM0002226,ORD001055,PROD00811,1,667.93,667.93
ITEM0002227,ORD001056,PROD00090,1,299.89,299.89
ITEM0002228,ORD001056,PROD00611,1,597.39,597.39
ITEM0002229,ORD001056,PROD00193,2,887.75,1775.5
ITEM0002230,ORD001057,PROD00841,2,1142.79,2285.58
ITEM0002231,ORD001057,PROD00030,1,208.16,208.16
ITEM0002232,ORD001057,PROD00470,2,664.4,1328.8
ITEM0002233,ORD001058,PROD00040,1,376.47,376.47
ITEM0002234,ORD001058,PROD00916,1,438.52,438.52
ITEM0002235,ORD001059,PROD00420,2,276.31,552.62
ITEM0002236,ORD001059,PROD00587,3,861.51,2584.53
ITEM0002237,ORD001060,PROD00639,1,742.28,742.28
ITEM0002238,ORD001061,PROD00144,2,618.87,1237.74
ITEM0002239,ORD001061,PROD00143,1,983.53,983.53
ITEM0002240,ORD001061,PROD00123,1,1158.13,1158.13
ITEM0002241,ORD001062,PROD00726,1,246.16,246.16
ITEM0002242,ORD001062,PROD00044,2,434.53,869.06
ITEM0002243,ORD001063,PROD00765,1,710.55,710.55
ITEM0002244,ORD001063,PROD00097,1,260.28,260.28
ITEM0002245,ORD001064,PROD00297,3,664.99,1994.97
ITEM0002246,ORD001064,PROD00049,2,696.19,1392.38
ITEM0002247,ORD001064,PROD00358,3,740.69,2222.07
ITEM0002248,ORD001065,PROD00128,2,702.22,1404.44
ITEM0002249,ORD001065,PROD00836,1,611.92,611.92
ITEM0002250,ORD001065,PROD00424,2,561.09,1122.18
ITEM0002251,ORD001065,PROD00923,1,832.44,832.44
ITEM0002252,ORD001066,PROD00607,1,381.4,381.4
ITEM0002253,ORD001067,PROD00306,3,904.9,2714.7
ITEM0002254,ORD001067,PROD00844,1,310.54,310.54
ITEM0002255,ORD001067,PROD00498,3,539.48,1618.44
ITEM0002256,ORD001068,PROD00354,1,517.44,517.44
ITEM0002257,ORD001069,PROD00378,2,863.69,1727.38
ITEM0002258,ORD001069,PROD00349,1,241.96,241.96
ITEM0002259,ORD001069,PROD00235,1,1133.54,1133.54
ITEM0002260,ORD001070,PROD00601,3,775.29,2325.87
ITEM0002261,ORD001070,PROD00384,2,517.52,1035.04
ITEM0002262,ORD001071,PROD00028,2,975.59,1951.18
ITEM0002263,ORD001071,PROD00736,2,267.87,535.74
ITEM0002264,ORD001071,PROD00029,1,187.01,187.01
ITEM0002265,ORD001072,PROD00205,1,1072.18,1072.18
ITEM0002266,ORD001072,PROD00325,1,910.28,910.28
ITEM0002267,ORD001073,PROD00662,1,260.35,260.35
ITEM0002268,ORD001073,PROD00190,3,609.27,1827.81
ITEM0002269,ORD001074,PROD00068,1,632.62,632.62
ITEM0002270,ORD001075,PROD00259,2,695.52,1391.04
ITEM0002271,ORD001075,PROD00615,1,723.73,723.73
ITEM0002272,ORD001075,PROD00082,2,410.8,821.6
ITEM0002273,ORD001076,PROD00647,1,929.55,929.55
ITEM0002274,ORD001076,PROD00186,1,892.45,892.45
ITEM0002275,ORD001077,PROD00607,1,381.4,381.4
ITEM0002276,ORD001077,PROD00648,1,700.33,700.33
ITEM0002277,ORD001078,PROD00203,2,835.23,1670.46
ITEM0002278,ORD001078,PROD00502,1,534.92,534.92
ITEM0002279,ORD001079,PROD00664,1,855.67,855.67
ITEM0002280,ORD001079,PROD00206,1,604.84,604.84
ITEM0002281,ORD001080,PROD00272,2,571.18,1142.36
ITEM0002282,ORD001080,PROD00692,2,680.52,1361.04
ITEM0002283,ORD001081,PROD00756,1,515.14,515.14
ITEM0002284,ORD001081,PROD00589,3,545.64,1636.92
ITEM0002285,ORD001081,PROD00592,1,524.94,524.94
ITEM0002286,ORD001082,PROD00389,1,645.19,645.19
ITEM0002287,ORD001082,PROD00448,1,1045.23,1045.23
ITEM0002288,ORD001082,PROD00352,3,297.42,892.26
ITEM0002289,ORD001083,PROD00006,2,1163.73,2327.46
ITEM0002290,ORD001083,PROD00292,1,624.75,624.75
ITEM0002291,ORD001084,PROD00621,1,834.26,834.26
ITEM0002292,ORD001085,PROD00554,2,298.36,596.72
ITEM0002293,ORD001085,PROD00542,2,835.36,1670.72
ITEM0002294,ORD001085,PROD00491,2,305.56,611.12
ITEM0002295,ORD001086,PROD00662,1,260.35,260.35
ITEM0002296,ORD001086,PROD00463,1,925.21,925.21
ITEM0002297,ORD001087,PROD00300,2,1064.21,2128.42
ITEM0002298,ORD001088,PROD00059,1,854.09,854.09
ITEM0002299,ORD001088,PROD00336,1,313.02,313.02
ITEM0002300,ORD001089,PROD00334,1,869.05,869.05
ITEM0002301,ORD001090,PROD00848,1,242.21,242.21
ITEM0002302,ORD001090,PROD00387,2,1040.83,2081.66
ITEM0002303,ORD001091,PROD00199,1,1146.35,1146.35
ITEM0002304,ORD001091,PROD00030,3,208.16,624.48
ITEM0002305,ORD001091,PROD00493,1,853.17,853.17
ITEM0002306,ORD001092,PROD00361,3,938.44,2815.32
ITEM0002307,ORD001092,PROD00358,1,740.69,740.69
ITEM0002308,ORD001093,PROD00979,3,212.3,636.9
ITEM0002309,ORD001093,PROD00793,3,904.58,2713.74
ITEM0002310,ORD001093,PROD00112,1,582.39,582.39
ITEM0002311,ORD001094,PROD00931,1,485.09,485.09
ITEM0002312,ORD001094,PROD00755,3,375.4,1126.2
ITEM0002313,ORD001095,PROD00902,2,1109.73,2219.46
ITEM0002314,ORD001096,PROD00040,3,376.47,1129.41
ITEM0002315,ORD001096,PROD00435,2,567.53,1135.06
ITEM0002316,ORD001096,PROD00851,2,273.05,546.1
ITEM0002317,ORD001097,PROD00562,1,1013.14,1013.14
ITEM0002318,ORD001097,PROD00716,1,666.88,666.88
ITEM0002319,ORD001098,PROD00007,2,488.73,977.46
ITEM0002320,ORD001099,PROD00634,2,678.86,1357.72
ITEM0002321,ORD001099,PROD00708,1,481.67,481.67
ITEM0002322,ORD001100,PROD00238,1,188.82,188.82
ITEM0002323,ORD001101,PROD00963,1,1176.24,1176.24
ITEM0002324,ORD001101,PROD00702,1,436.34,436.34
ITEM0002325,ORD001102,PROD00588,3,357.95,1073.85
ITEM0002326,ORD001102,PROD00768,1,471.16,471.16
ITEM0002327,ORD001102,PROD00280,2,577.83,1155.66
ITEM0002328,ORD001103,PROD00612,1,327.61,327.61
ITEM0002329,ORD001104,PROD00990,1,882.01,882.01
ITEM0002330,ORD001104,PROD00068,3,632.62,1897.86
ITEM0002331,ORD001105,PROD00478,2,1129.37,2258.74
ITEM0002332,ORD001105,PROD00676,1,1092.84,1092.84
ITEM0002333,ORD001105,PROD00002,1,971.26,971.26
ITEM0002334,ORD001106,PROD00528,3,468.66,1405.98
ITEM0002335,ORD001106,PROD00258,2,710.8,1421.6
ITEM0002336,ORD001106,PROD00435,1,567.53,567.53
ITEM0002337,ORD001107,PROD00310,1,899.18,899.18
ITEM0002338,ORD001108,PROD00001,2,583.6,1167.2
ITEM0002339,ORD001108,PROD00076,1,778.6,778.6
ITEM0002340,ORD001108,PROD00967,3,576.1,1728.3
ITEM0002341,ORD001109,PROD00354,1,517.44,517.44
ITEM0002342,ORD001109,PROD00521,1,664.21,664.21
ITEM0002343,ORD001109,PROD00115,3,693.98,2081.94
ITEM0002344,ORD001110,PROD00327,2,965.89,1931.78
ITEM0002345,ORD001110,PROD00781,2,1106.02,2212.04
ITEM0002346,ORD001111,PROD00445,2,405.24,810.48
ITEM0002347,ORD001111,PROD00205,3,1072.18,3216.54
ITEM0002348,ORD001111,PROD00893,3,663.84,1991.52
ITEM0002349,ORD001112,PROD00811,2,667.93,1335.86
ITEM0002350,ORD001113,PROD00457,1,617.94,617.94
ITEM0002351,ORD001113,PROD00280,1,577.83,577.83
ITEM0002352,ORD001113,PROD00531,1,465.61,465.61
ITEM0002353,ORD001114,PROD00686,2,617.6,1235.2
ITEM0002354,ORD001114,PROD00632,3,522.6,1567.8
ITEM0002355,ORD001114,PROD00598,1,918.98,918.98
ITEM0002356,ORD001115,PROD00054,1,502.56,502.56
ITEM0002357,ORD001115,PROD00792,1,1173.62,1173.62
ITEM0002358,ORD001115,PROD00743,1,459.98,459.98
ITEM0002359,ORD001115,PROD00707,1,785.1,785.1
ITEM0002360,ORD001116,PROD00096,1,737.91,737.91
ITEM0002361,ORD001116,PROD00555,1,1153.19,1153.19
ITEM0002362,ORD001117,PROD00004,1,1049.66,1049.66
ITEM0002363,ORD001117,PROD00914,2,174.66,349.32
ITEM0002364,ORD001118,PROD00036,1,1149.1,1149.1
ITEM0002365,ORD001118,PROD00763,1,421.63,421.63
ITEM0002366,ORD001118,PROD00524,1,133.14,133.14
ITEM0002367,ORD001119,PROD00780,3,654.08,1962.24
ITEM0002368,ORD001120,PROD00475,2,1047.8,2095.6
ITEM0002369,ORD001121,PROD00998,3,704.79,2114.37
ITEM0002370,ORD001122,PROD00478,1,1129.37,1129.37
ITEM0002371,ORD001122,PROD00106,3,787.46,2362.38
ITEM0002372,ORD001122,PROD00231,1,840.93,840.93
ITEM0002373,ORD001123,PROD00803,3,1019.5,3058.5
ITEM0002374,ORD001123,PROD00616,2,836.81,1673.62
ITEM0002375,ORD001123,PROD00244,1,474.46,474.46
ITEM0002376,ORD001124,PROD00075,1,140.04,140.04
ITEM0002377,ORD001124,PROD00377,2,739.18,1478.36
ITEM0002378,ORD001124,PROD00178,2,344.69,689.38
ITEM0002379,ORD001125,PROD00092,2,547.16,1094.32
ITEM0002380,ORD001126,PROD00802,1,1013.35,1013.35
ITEM0002381,ORD001126,PROD00527,2,233.6,467.2
ITEM0002382,ORD001127,PROD00911,2,513.37,1026.74
ITEM0002383,ORD001127,PROD00617,3,187.43,562.29
ITEM0002384,ORD001127,PROD00954,1,762.41,762.41
ITEM0002385,ORD001128,PROD00691,2,326.25,652.5
ITEM0002386,ORD001128,PROD00519,3,797.98,2393.94
ITEM0002387,ORD001129,PROD00002,3,971.26,2913.78
ITEM0002388,ORD001129,PROD00066,3,1095.46,3286.38
ITEM0002389,ORD001130,PROD00085,2,1136.23,2272.46
ITEM0002390,ORD001130,PROD00620,1,363.39,363.39
ITEM0002391,ORD001131,PROD00321,2,134.17,268.34
ITEM0002392,ORD001131,PROD00125,1,129.82,129.82
ITEM0002393,ORD001132,PROD00682,3,371.2,1113.6
ITEM0002394,ORD001132,PROD00523,2,258.32,516.64
ITEM0002395,ORD001132,PROD00448,2,1045.23,2090.46
ITEM0002396,ORD001133,PROD00370,1,737.63,737.63
ITEM0002397,ORD001134,PROD00799,2,714.88,1429.76
ITEM0002398,ORD001134,PROD00955,2,959.41,1918.82
ITEM0002399,ORD001134,PROD00019,1,1196.29,1196.29
ITEM0002400,ORD001135,PROD00924,1,139.01,139.01
ITEM0002401,ORD001136,PROD00169,2,414.0,828.0
ITEM0002402,ORD001137,PROD00411,3,725.51,2176.53
ITEM0002403,ORD001138,PROD00457,2,617.94,1235.88
ITEM0002404,ORD001139,PROD00510,1,931.18,931.18
ITEM0002405,ORD001140,PROD00755,1,375.4,375.4
ITEM0002406,ORD001141,PROD00993,2,814.05,1628.1
ITEM0002407,ORD001141,PROD00081,1,993.44,993.44
ITEM0002408,ORD001142,PROD00164,1,817.35,817.35
ITEM0002409,ORD001142,PROD00496,1,512.94,512.94
ITEM0002410,ORD001143,PROD00309,3,523.51,1570.53
ITEM0002411,ORD001143,PROD00605,2,286.17,572.34
ITEM0002412,ORD001144,PROD00109,1,451.21,451.21
ITEM0002413,ORD001145,PROD00363,2,605.06,1210.12
ITEM0002414,ORD001145,PROD00172,2,744.79,1489.58
ITEM0002415,ORD001146,PROD00151,1,1039.55,1039.55
ITEM0002416,ORD001146,PROD00114,2,941.84,1883.68
ITEM0002417,ORD001147,PROD00190,1,609.27,609.27
ITEM0002418,ORD001148,PROD00444,3,1148.79,3446.37
ITEM0002419,ORD001149,PROD00841,2,1142.79,2285.58
ITEM0002420,ORD001150,PROD00548,2,528.62,1057.24
ITEM0002421,ORD001151,PROD00002,1,971.26,971.26
ITEM0002422,ORD001151,PROD00258,2,710.8,1421.6
ITEM0002423,ORD001152,PROD00547,1,697.11,697.11
ITEM0002424,ORD001152,PROD00081,2,993.44,1986.88
ITEM0002425,ORD001152,PROD00663,1,260.75,260.75
ITEM0002426,ORD001153,PROD00552,1,915.14,915.14
ITEM0002427,ORD001154,PROD00909,3,1091.84,3275.52
ITEM0002428,ORD001155,PROD00794,1,1108.25,1108.25
ITEM0002429,ORD001155,PROD00612,1,327.61,327.61
ITEM0002430,ORD001155,PROD00207,1,185.99,185.99
ITEM0002431,ORD001156,PROD00788,3,1156.32,3468.96
ITEM0002432,ORD001156,PROD00105,1,521.55,521.55
ITEM0002433,ORD001157,PROD00386,2,1018.26,2036.52
ITEM0002434,ORD001158,PROD00036,2,1149.1,2298.2
ITEM0002435,ORD001158,PROD00262,2,417.41,834.82
ITEM0002436,ORD001159,PROD00494,1,961.43,961.43
ITEM0002437,ORD001159,PROD00798,1,438.27,438.27
ITEM0002438,ORD001159,PROD00409,3,832.48,2497.44
ITEM0002439,ORD001160,PROD00526,3,507.74,1523.22
ITEM0002440,ORD001160,PROD00872,2,1164.42,2328.84
ITEM0002441,ORD001161,PROD00419,3,226.8,680.4
ITEM0002442,ORD001161,PROD00680,1,894.68,894.68
ITEM0002443,ORD001162,PROD00789,2,911.3,1822.6
ITEM0002444,ORD001162,PROD00693,3,846.31,2538.93
ITEM0002445,ORD001162,PROD00482,1,870.52,870.52
ITEM0002446,ORD001163,PROD00672,3,215.29,645.87
ITEM0002447,ORD001163,PROD00276,2,170.24,340.48
ITEM0002448,ORD001164,PROD00108,1,545.78,545.78
ITEM0002449,ORD001165,PROD00111,2,739.82,1479.64
ITEM0002450,ORD001165,PROD00243,2,851.89,1703.78
ITEM0002451,ORD001166,PROD00616,2,836.81,1673.62
ITEM0002452,ORD001166,PROD00678,3,1007.67,3023.01
ITEM0002453,ORD001167,PROD00859,1,549.64,549.64
ITEM0002454,ORD001167,PROD00793,1,904.58,904.58
ITEM0002455,ORD001168,PROD00941,1,961.85,961.85
ITEM0002456,ORD001168,PROD00304,2,488.88,977.76
ITEM0002457,ORD001168,PROD00440,2,280.97,561.94
ITEM0002458,ORD001168,PROD00157,3,708.87,2126.61
ITEM0002459,ORD001169,PROD00256,2,258.03,516.06
ITEM0002460,ORD001170,PROD00789,2,911.3,1822.6
ITEM0002461,ORD001170,PROD00242,1,181.04,181.04
ITEM0002462,ORD001171,PROD00750,1,896.7,896.7
ITEM0002463,ORD001171,PROD00413,1,348.54,348.54
ITEM0002464,ORD001172,PROD00947,1,922.83,922.83
ITEM0002465,ORD001172,PROD00874,2,1010.82,2021.64
ITEM0002466,ORD001173,PROD00351,1,936.06,936.06
ITEM0002467,ORD001173,PROD00685,1,478.32,478.32
ITEM0002468,ORD001173,PROD00867,2,878.1,1756.2
ITEM0002469,ORD001174,PROD00158,1,906.05,906.05
ITEM0002470,ORD001174,PROD00403,2,460.1,920.2
ITEM0002471,ORD001175,PROD00579,1,1102.32,1102.32
ITEM0002472,ORD001176,PROD00494,1,961.43,961.43
ITEM0002473,ORD001176,PROD00404,1,760.09,760.09
ITEM0002474,ORD001176,PROD00119,3,935.66,2806.98
ITEM0002475,ORD001177,PROD00952,1,1188.23,1188.23
ITEM0002476,ORD001177,PROD00435,2,567.53,1135.06
ITEM0002477,ORD001177,PROD00215,1,994.42,994.42
ITEM0002478,ORD001178,PROD00718,1,510.75,510.75
ITEM0002479,ORD001178,PROD00625,1,990.19,990.19
ITEM0002480,ORD001178,PROD00810,1,386.08,386.08
ITEM0002481,ORD001179,PROD00413,2,348.54,697.08
ITEM0002482,ORD001179,PROD00486,2,962.14,1924.28
