order_id,customer_id,restaurant_id,order_date,order_time,order_status,payment_method,subtotal,delivery_fee,discount,total_amount
ORD003975,CUST03574,REST0088,2025-05-29,21:28,Delivered,bKash,1166.61,57.17,200.64,1023.14
ORD003976,CUST01618,REST0062,2025-03-16,19:56,Delivered,Card,1681.07,114.06,210.0,1585.13
ORD003977,CUST03595,REST0029,2025-11-02,20:16,Delivered,Nagad,536.04,95.26,134.01,497.29
ORD003978,CUST01526,REST0039,2025-04-02,16:18,Delivered,bKash,366.66,149.95,91.66,424.95
ORD003979,CUST01696,REST0082,2025-03-09,14:01,Delivered,bKash,1396.78,116.6,58.67,1454.71
ORD003980,CUST03691,REST0010,2025-08-23,12:31,Delivered,Card,1098.86,57.3,8.26,1147.9
ORD003981,CUST04042,REST0061,2025-12-28,13:53,Delivered,bKash,1396.29,50.75,149.08,1297.96
ORD003982,CUST03163,REST0056,2025-05-24,11:14,Delivered,Card,647.32,134.99,16.05,766.26
ORD003983,CUST00753,REST0009,2025-03-17,21:40,Delivered,Nagad,282.23,125.3,1.62,405.91
ORD003984,CUST00716,REST0050,2025-03-27,12:01,Delivered,bKash,358.9,135.2,87.44,406.66
ORD003985,CUST02442,REST0075,2025-08-15,14:13,Delivered,Cash,1781.27,92.39,41.96,1831.7
ORD003986,CUST03430,REST0012,2025-12-29,10:47,Delivered,Nagad,1156.89,94.2,54.81,1196.28
ORD003987,CUST00475,REST0002,2025-02-25,21:31,Cancelled,bKash,587.79,40.82,146.95,481.66
ORD003988,CUST02822,REST0090,2025-03-21,21:38,Delivered,Nagad,638.81,37.95,128.82,547.94
ORD003989,CUST01652,REST0073,2025-01-24,13:48,Delivered,bKash,1134.92,92.69,246.36,981.25
ORD003990,CUST02118,REST0017,2025-08-15,21:25,Delivered,bKash,1468.15,77.43,148.28,1397.3
ORD003991,CUST04799,REST0035,2025-01-28,14:45,Delivered,bKash,556.86,129.73,139.22,547.37
ORD003992,CUST03761,REST0046,2025-05-01,14:11,Delivered,Cash,640.53,63.4,160.13,543.8
ORD003993,CUST02088,REST0067,2025-04-03,17:41,Delivered,Cash,1524.6,31.15,62.8,1492.95
ORD003994,CUST02902,REST0070,2025-12-07,12:25,Delivered,bKash,827.57,119.35,54.25,892.67
ORD003995,CUST03101,REST0087,2025-04-22,18:35,Delivered,bKash,1086.59,105.42,162.01,1030.0
ORD003996,CUST03593,REST0035,2025-12-11,13:11,Delivered,bKash,1127.09,135.79,165.95,1096.93
ORD003997,CUST04373,REST0079,2025-01-31,20:48,Delivered,Cash,823.17,87.73,130.11,780.79
ORD003998,CUST03656,REST0072,2025-05-23,22:32,Delivered,bKash,632.92,113.44,98.43,647.93
ORD003999,CUST00183,REST0096,2025-10-25,19:25,Delivered,bKash,1272.01,141.32,69.61,1343.72
ORD004000,CUST01623,REST0034,2025-08-15,22:22,Delivered,Nagad,1331.16,103.59,210.63,1224.12
ORD004001,CUST00084,REST0011,2025-12-24,14:12,Delivered,bKash,1613.83,105.23,81.87,1637.19
ORD004002,CUST00086,REST0003,2025-09-07,11:57,Delivered,Card,1460.2,40.27,60.08,1440.39
ORD004003,CUST01743,REST0093,2025-02-19,11:36,Delivered,Card,373.08,139.97,93.27,419.78
ORD004004,CUST01311,REST0010,2025-08-02,20:39,Delivered,Card,300.62,33.27,66.84,267.05
ORD004005,CUST00941,REST0082,2025-09-26,18:27,Delivered,Nagad,1245.18,116.56,121.17,1240.57
ORD004006,CUST01037,REST0082,2025-10-15,18:33,Delivered,bKash,1157.39,110.21,138.97,1128.63
ORD004007,CUST01401,REST0012,2025-07-14,22:53,Delivered,Nagad,779.42,43.44,31.3,791.56
ORD004008,CUST03481,REST0091,2025-09-11,11:40,Delivered,bKash,941.39,83.12,235.35,789.16
ORD004009,CUST04821,REST0051,2025-03-20,22:18,Delivered,Nagad,1363.95,114.39,116.7,1361.64
ORD004010,CUST03012,REST0083,2025-09-01,10:53,Delivered,Card,992.32,39.45,12.92,1018.85
ORD004011,CUST04714,REST0097,2025-04-01,10:45,Delivered,Nagad,352.25,88.15,78.58,361.82
ORD004012,CUST03904,REST0089,2025-01-06,21:24,Delivered,Nagad,1332.79,40.56,140.81,1232.54
ORD004013,CUST00725,REST0059,2025-10-08,18:34,Delivered,Card,1534.15,76.35,176.88,1433.62
ORD004014,CUST00188,REST0002,2025-05-30,21:20,Delivered,bKash,1592.23,122.56,179.04,1535.75
ORD004015,CUST04831,REST0002,2025-11-20,14:05,Delivered,bKash,740.13,54.76,63.79,731.1
ORD004016,CUST02773,REST0005,2025-10-09,12:48,Delivered,Nagad,1240.24,38.2,78.05,1200.39
ORD004017,CUST04613,REST0022,2025-07-10,10:15,Delivered,bKash,604.59,71.98,13.84,662.73
ORD004018,CUST02581,REST0033,2025-10-01,13:23,Delivered,Card,434.43,115.72,108.61,441.54
ORD004019,CUST03701,REST0069,2025-03-14,20:57,Delivered,bKash,1115.74,108.98,4.05,1220.67
ORD004020,CUST02940,REST0028,2025-11-14,12:50,Delivered,Card,1254.68,80.25,195.74,1139.19
ORD004021,CUST01139,REST0058,2025-03-09,14:15,Delivered,Nagad,1781.68,87.39,137.39,1731.68
ORD004022,CUST00204,REST0014,2025-10-31,19:29,Delivered,bKash,331.99,44.86,83.0,293.85
ORD004023,CUST03381,REST0050,2025-03-04,17:27,Delivered,Card,287.89,48.74,71.97,264.66
ORD004024,CUST01346,REST0074,2025-05-14,16:09,Delivered,Card,926.24,81.7,119.79,888.15
ORD004025,CUST00361,REST0041,2025-11-03,20:55,Delivered,Nagad,1633.08,81.41,180.21,1534.28
ORD004026,CUST01144,REST0015,2025-09-25,14:16,Delivered,bKash,1007.86,138.17,97.4,1048.63
ORD004027,CUST00214,REST0074,2025-08-11,19:19,Delivered,bKash,989.48,34.12,209.15,814.45
ORD004028,CUST01849,REST0068,2025-05-06,12:47,Delivered,Nagad,599.55,79.21,82.85,595.91
ORD004029,CUST03383,REST0043,2025-09-22,22:35,Delivered,Nagad,743.91,34.13,29.0,749.04
ORD004030,CUST00642,REST0055,2025-01-07,14:23,Delivered,Nagad,1330.55,118.28,90.84,1357.99
ORD004031,CUST00606,REST0049,2025-07-25,21:15,Delivered,Card,553.66,53.22,138.42,468.46
ORD004032,CUST00366,REST0018,2025-06-28,22:19,Delivered,Cash,525.35,135.95,131.34,529.96
ORD004033,CUST01229,REST0081,2025-07-02,20:51,Delivered,bKash,696.69,44.86,73.74,667.81
ORD004034,CUST00899,REST0095,2025-08-16,20:54,Delivered,Nagad,1058.86,36.86,170.71,925.01
ORD004035,CUST04283,REST0097,2025-08-24,10:25,Delivered,Card,333.68,125.12,83.42,375.38
ORD004036,CUST02772,REST0025,2025-05-26,12:28,Delivered,Nagad,250.4,125.67,9.73,366.34
ORD004037,CUST03065,REST0012,2025-02-27,11:55,Delivered,Nagad,709.38,116.9,177.34,648.94
ORD004038,CUST02751,REST0055,2025-10-23,10:47,Delivered,Nagad,865.4,76.18,131.56,810.02
ORD004039,CUST00090,REST0047,2025-08-29,14:21,Delivered,Card,1130.39,42.92,65.53,1107.78
ORD004040,CUST00989,REST0085,2025-12-11,10:19,Delivered,Card,405.14,112.37,101.28,416.23
ORD004041,CUST02441,REST0081,2025-10-14,11:31,Delivered,bKash,1324.52,135.8,177.66,1282.66
ORD004042,CUST03212,REST0084,2025-06-12,10:28,Delivered,bKash,478.64,101.98,119.66,460.96
ORD004043,CUST00293,REST0093,2025-01-26,19:47,Delivered,bKash,941.69,148.72,76.67,1013.74
ORD004044,CUST01490,REST0067,2025-04-16,17:22,Cancelled,Card,1096.37,102.66,71.66,1127.37
ORD004045,CUST04727,REST0071,2025-08-28,17:56,Delivered,Card,1652.41,33.44,30.29,1655.56
ORD004046,CUST03170,REST0064,2025-12-06,22:33,Delivered,Card,1284.62,81.51,173.92,1192.21
ORD004047,CUST04266,REST0060,2025-11-28,10:11,Delivered,bKash,502.3,31.86,1.73,532.43
ORD004048,CUST01450,REST0097,2025-02-11,16:18,Delivered,bKash,792.55,61.26,198.14,655.67
ORD004049,CUST04986,REST0090,2025-05-13,12:16,Delivered,bKash,1399.41,131.91,101.81,1429.51
ORD004050,CUST01091,REST0084,2025-11-13,12:38,Delivered,Nagad,374.28,84.35,79.05,379.58
ORD004051,CUST03630,REST0043,2025-02-13,11:21,Delivered,Card,366.83,113.13,91.71,388.25
ORD004052,CUST02616,REST0037,2025-02-04,11:09,Delivered,Nagad,1414.88,95.93,106.43,1404.38
ORD004053,CUST00151,REST0032,2025-12-30,19:55,Delivered,bKash,1586.84,121.02,35.52,1672.34
ORD004054,CUST00984,REST0099,2025-12-13,15:17,Delivered,Card,820.97,110.72,27.67,904.02
ORD004055,CUST01820,REST0085,2025-01-01,14:04,Cancelled,Nagad,1467.24,103.22,79.6,1490.86
ORD004056,CUST00977,REST0052,2025-08-14,15:00,Delivered,Nagad,1419.35,96.32,131.45,1384.22
ORD004057,CUST00189,REST0053,2025-10-26,19:25,Delivered,Cash,1188.65,69.74,196.53,1061.86
ORD004058,CUST02779,REST0056,2025-10-15,12:24,Delivered,bKash,439.14,129.69,27.01,541.82
ORD004059,CUST03757,REST0072,2025-08-24,16:49,Delivered,bKash,1468.07,70.13,28.45,1509.75
ORD004060,CUST02572,REST0002,2025-12-25,20:12,Delivered,bKash,755.23,146.54,188.81,712.96
ORD004061,CUST01187,REST0048,2025-02-02,19:38,Delivered,bKash,1322.69,66.74,85.66,1303.77
ORD004062,CUST03902,REST0016,2025-04-05,13:38,Delivered,Nagad,573.92,48.88,143.48,479.32
ORD004063,CUST03440,REST0091,2025-07-24,11:45,Delivered,Nagad,329.78,108.84,82.44,356.18
ORD004064,CUST02565,REST0036,2025-04-19,16:11,Delivered,Nagad,863.21,148.14,209.17,802.18
ORD004065,CUST04811,REST0010,2025-11-18,13:19,Delivered,bKash,587.54,83.95,146.88,524.61
ORD004066,CUST01348,REST0092,2025-01-30,10:05,Delivered,Nagad,652.39,32.77,45.22,639.94
ORD004067,CUST03408,REST0081,2025-09-23,18:17,Delivered,bKash,1426.83,68.04,61.66,1433.21
ORD004068,CUST02626,REST0089,2025-01-23,20:01,Delivered,Card,1449.21,53.54,43.52,1459.23
ORD004069,CUST03753,REST0079,2025-04-07,10:08,Delivered,bKash,1779.93,65.39,54.11,1791.21
ORD004070,CUST00667,REST0018,2025-02-08,10:32,Delivered,Card,1258.79,105.04,172.61,1191.22
ORD004071,CUST04684,REST0092,2025-06-22,16:53,Delivered,Nagad,843.15,93.74,198.99,737.9
ORD004072,CUST00773,REST0002,2025-09-05,16:00,Cancelled,Card,583.18,106.46,90.38,599.26
ORD004073,CUST03205,REST0040,2025-06-11,18:10,Delivered,Cash,1320.88,109.06,204.82,1225.12
ORD004074,CUST04950,REST0042,2025-06-29,22:58,Delivered,Card,1436.64,113.84,213.82,1336.66
ORD004075,CUST01165,REST0095,2025-04-13,14:21,Delivered,Nagad,427.58,97.39,106.9,418.07
ORD004076,CUST04954,REST0095,2025-07-28,11:03,Delivered,bKash,741.51,134.73,86.76,789.48
ORD004077,CUST04595,REST0025,2025-01-22,21:20,Delivered,Card,1199.88,108.12,56.7,1251.3
ORD004078,CUST00649,REST0001,2025-01-05,17:28,Delivered,bKash,315.39,97.38,75.22,337.55
ORD004079,CUST02224,REST0082,2025-05-19,12:19,Delivered,bKash,809.58,44.52,202.4,651.7
ORD004080,CUST04896,REST0016,2025-08-02,22:04,Delivered,Card,1561.58,73.86,65.61,1569.83
ORD004081,CUST04947,REST0042,2025-06-09,14:50,Delivered,bKash,1312.66,54.76,223.71,1143.71
ORD004082,CUST01060,REST0037,2025-05-19,15:26,Delivered,bKash,734.43,74.34,12.18,796.59
ORD004083,CUST00988,REST0037,2025-05-25,12:42,Delivered,Card,1011.64,110.12,86.85,1034.91
ORD004084,CUST02191,REST0071,2025-06-09,15:53,Delivered,Nagad,644.17,125.16,161.04,608.29
ORD004085,CUST04745,REST0006,2025-03-24,14:32,Delivered,Card,765.64,84.96,14.39,836.21
ORD004086,CUST04624,REST0078,2025-06-04,20:17,Delivered,bKash,818.47,78.46,133.81,763.12
ORD004087,CUST01786,REST0022,2025-10-15,16:21,Delivered,Nagad,620.5,112.01,141.93,590.58
ORD004088,CUST01528,REST0095,2025-11-13,19:43,Delivered,bKash,1055.22,104.53,166.08,993.67
ORD004089,CUST04680,REST0074,2025-10-08,11:40,Delivered,Card,1297.62,100.74,160.88,1237.48
ORD004090,CUST04320,REST0046,2025-03-05,17:36,Delivered,bKash,502.45,118.57,123.28,497.74
ORD004091,CUST01902,REST0040,2025-07-11,15:45,Delivered,bKash,978.38,98.84,214.53,862.69
ORD004092,CUST02404,REST0054,2025-06-05,10:17,Delivered,Nagad,398.25,65.92,99.56,364.61
ORD004093,CUST02986,REST0046,2025-04-01,20:20,Delivered,Nagad,1639.35,139.14,211.49,1567.0
ORD004094,CUST01851,REST0036,2025-05-22,20:05,Delivered,bKash,1259.78,74.93,206.43,1128.28
ORD004095,CUST01008,REST0041,2025-02-11,11:27,Delivered,bKash,901.91,112.0,22.92,990.99
ORD004096,CUST00546,REST0098,2025-09-06,22:01,Delivered,bKash,1628.19,68.77,40.28,1656.68
ORD004097,CUST00525,REST0067,2025-10-22,12:14,Delivered,Card,1337.11,74.86,231.58,1180.39
ORD004098,CUST04011,REST0023,2025-09-15,12:45,Delivered,Card,1090.91,135.45,247.47,978.89
ORD004099,CUST01738,REST0043,2025-12-03,22:10,Delivered,Card,1604.86,117.04,1.54,1720.36
ORD004100,CUST01081,REST0061,2025-01-01,19:10,Delivered,bKash,1398.94,148.26,123.63,1423.57
ORD004101,CUST02022,REST0017,2025-04-19,12:25,Delivered,bKash,346.79,120.83,20.71,446.91
ORD004102,CUST01339,REST0093,2025-05-05,20:26,Delivered,bKash,1156.54,61.97,138.64,1079.87
ORD004103,CUST02159,REST0065,2025-03-05,14:42,Delivered,Cash,1154.69,102.95,215.41,1042.23
ORD004104,CUST03188,REST0003,2025-07-25,18:22,Delivered,Nagad,474.91,60.23,71.5,463.64
ORD004105,CUST01331,REST0078,2025-12-04,22:55,Delivered,Nagad,1643.33,144.74,188.51,1599.56
ORD004106,CUST00771,REST0075,2025-09-01,15:07,Delivered,Nagad,573.27,101.78,143.32,531.73
ORD004107,CUST01742,REST0030,2025-03-19,22:53,Pending,Card,1442.79,134.91,218.73,1358.97
ORD004108,CUST04406,REST0021,2025-04-21,18:45,Delivered,Nagad,1320.32,46.56,129.93,1236.95
ORD004109,CUST04190,REST0016,2025-05-22,12:58,Delivered,Nagad,1401.63,82.92,209.58,1274.97
ORD004110,CUST04113,REST0062,2025-08-04,18:19,Delivered,Cash,1468.88,63.22,107.21,1424.89
ORD004111,CUST01359,REST0060,2025-01-16,13:33,Delivered,Card,886.5,134.27,129.87,890.9
ORD004112,CUST03134,REST0009,2025-02-23,16:25,Delivered,bKash,878.34,30.12,54.17,854.29
ORD004113,CUST02797,REST0066,2025-05-21,10:00,Delivered,bKash,1643.74,79.7,146.74,1576.7
ORD004114,CUST01597,REST0026,2025-12-02,19:44,Delivered,Card,735.79,135.56,81.57,789.78
ORD004115,CUST01981,REST0067,2025-03-20,12:23,Delivered,Nagad,1020.31,48.84,160.96,908.19
ORD004116,CUST00556,REST0015,2025-05-29,13:52,Delivered,bKash,895.33,102.46,117.34,880.45
ORD004117,CUST03965,REST0012,2025-05-07,21:40,Pending,bKash,1341.64,36.42,191.23,1186.83
ORD004118,CUST03572,REST0019,2025-06-07,17:28,Delivered,bKash,1457.91,61.0,206.69,1312.22
ORD004119,CUST03060,REST0014,2025-10-06,10:10,Delivered,Nagad,519.58,136.17,122.66,533.09
ORD004120,CUST04355,REST0015,2025-02-07,16:07,Delivered,bKash,1795.43,116.99,98.56,1813.86
ORD004121,CUST02761,REST0087,2025-06-06,13:29,Delivered,bKash,505.82,55.64,97.54,463.92
ORD004122,CUST00835,REST0011,2025-11-29,20:14,Delivered,Card,940.73,59.8,232.38,768.15
ORD004123,CUST01648,REST0063,2025-10-15,12:17,Delivered,Cash,1770.03,131.25,25.29,1875.99
ORD004124,CUST03060,REST0043,2025-04-22,22:24,Delivered,bKash,459.86,51.78,63.99,447.65
ORD004125,CUST00867,REST0067,2025-07-09,17:46,Delivered,bKash,1514.37,82.85,240.68,1356.54
ORD004126,CUST00904,REST0043,2025-04-16,14:59,Delivered,bKash,1113.9,55.23,70.98,1098.15
ORD004127,CUST02458,REST0001,2025-04-01,15:10,Pending,Nagad,1643.21,136.49,9.74,1769.96
ORD004128,CUST04984,REST0004,2025-12-20,11:51,Delivered,Card,805.0,35.53,97.05,743.48
ORD004129,CUST00143,REST0085,2025-10-28,10:47,Delivered,Nagad,391.26,30.01,97.82,323.45
ORD004130,CUST03724,REST0025,2025-02-18,21:50,Delivered,bKash,1214.46,101.73,181.29,1134.9
ORD004131,CUST02787,REST0084,2025-06-10,16:45,Delivered,bKash,326.29,56.83,81.57,301.55
ORD004132,CUST03391,REST0074,2025-01-04,17:08,Delivered,bKash,1147.67,115.57,149.3,1113.94
ORD004133,CUST02696,REST0082,2025-07-17,22:49,Delivered,bKash,1472.9,95.95,103.08,1465.77
ORD004134,CUST02760,REST0097,2025-11-16,12:31,Delivered,bKash,1077.54,99.8,138.04,1039.3
ORD004135,CUST03350,REST0053,2025-12-30,15:11,Delivered,bKash,1232.7,55.38,249.64,1038.44
ORD004136,CUST03890,REST0035,2025-09-11,21:53,Delivered,Nagad,1574.15,72.83,44.67,1602.31
ORD004137,CUST03734,REST0025,2025-03-31,10:46,Delivered,Card,1797.48,115.69,85.08,1828.09
ORD004138,CUST01722,REST0003,2025-11-08,13:41,Delivered,bKash,1359.34,147.93,133.01,1374.26
ORD004139,CUST03154,REST0051,2025-01-20,21:22,Delivered,bKash,1147.0,112.67,144.39,1115.28
ORD004140,CUST04115,REST0050,2025-03-18,11:23,Delivered,Card,1644.45,121.56,177.76,1588.25
ORD004141,CUST04741,REST0013,2025-08-08,10:18,Delivered,Card,1359.1,102.48,92.89,1368.69
ORD004142,CUST02832,REST0035,2025-06-11,21:09,Delivered,bKash,1675.68,138.57,169.37,1644.88
ORD004143,CUST01705,REST0089,2025-12-09,12:17,Delivered,Nagad,1069.23,40.12,45.67,1063.68
ORD004144,CUST00458,REST0055,2025-04-25,20:14,Delivered,bKash,1108.6,40.12,172.0,976.72
ORD004145,CUST01277,REST0018,2025-04-04,11:29,Delivered,Nagad,1105.31,56.99,23.53,1138.77
ORD004146,CUST04775,REST0051,2025-05-13,14:46,Delivered,Card,505.28,35.68,126.32,414.64
ORD004147,CUST03316,REST0030,2025-06-21,18:49,Delivered,bKash,1164.75,33.35,53.5,1144.6
ORD004148,CUST01609,REST0040,2025-04-24,17:33,Delivered,Nagad,801.56,138.32,165.57,774.31
ORD004149,CUST03895,REST0030,2025-01-09,21:41,Delivered,Cash,1601.59,33.5,92.15,1542.94
ORD004150,CUST01097,REST0058,2025-10-26,11:38,Delivered,Card,1180.91,71.21,226.8,1025.32
ORD004151,CUST00627,REST0088,2025-09-17,16:12,Delivered,Cash,382.91,54.3,53.22,383.99
ORD004152,CUST01291,REST0090,2025-06-19,20:41,Delivered,bKash,493.52,127.84,28.2,593.16
ORD004153,CUST04718,REST0065,2025-11-17,21:51,Delivered,Nagad,745.86,38.06,21.5,762.42
ORD004154,CUST04824,REST0097,2025-04-08,12:22,Delivered,bKash,1280.0,34.45,162.73,1151.72
ORD004155,CUST03412,REST0072,2025-06-18,15:44,Delivered,Nagad,863.16,88.7,144.26,807.6
ORD004156,CUST02145,REST0012,2025-11-07,21:21,Delivered,Card,348.65,68.41,87.16,329.9
ORD004157,CUST00900,REST0008,2025-08-06,18:59,Delivered,bKash,1339.01,118.16,50.99,1406.18
ORD004158,CUST00698,REST0075,2025-12-09,12:26,Delivered,Card,413.57,68.89,98.1,384.36
ORD004159,CUST02931,REST0078,2025-12-12,19:51,Delivered,Nagad,1767.96,99.95,88.96,1778.95
ORD004160,CUST04056,REST0018,2025-02-13,19:04,Delivered,bKash,1695.6,143.44,187.11,1651.93
ORD004161,CUST04192,REST0065,2025-09-18,11:10,Delivered,Card,823.04,31.01,185.75,668.3
ORD004162,CUST03618,REST0085,2025-10-12,11:39,Delivered,Nagad,433.23,117.21,48.44,502.0
ORD004163,CUST03441,REST0010,2025-05-06,14:05,Delivered,bKash,1283.87,90.03,39.79,1334.11
ORD004164,CUST03417,REST0037,2025-09-17,15:02,Delivered,bKash,767.99,90.13,192.0,666.12
ORD004165,CUST03051,REST0029,2025-12-21,13:31,Delivered,bKash,1691.87,95.85,9.2,1778.52
ORD004166,CUST02490,REST0046,2025-08-02,15:09,Delivered,Nagad,1717.52,61.23,95.77,1682.98
ORD004167,CUST00793,REST0088,2025-11-01,13:39,Delivered,Nagad,972.68,146.23,213.27,905.64
ORD004168,CUST02076,REST0044,2025-07-19,21:54,Delivered,Cash,960.7,117.05,153.6,924.15
ORD004169,CUST03544,REST0036,2025-08-24,14:19,Delivered,bKash,512.08,119.02,128.02,503.08
ORD004170,CUST00923,REST0018,2025-12-07,16:17,Delivered,bKash,1781.08,42.33,130.98,1692.43
ORD004171,CUST01482,REST0079,2025-05-16,15:33,Delivered,Card,526.71,140.26,131.68,535.29
ORD004172,CUST00742,REST0032,2025-04-26,11:17,Delivered,bKash,1616.48,48.21,171.86,1492.83
ORD004173,CUST05000,REST0020,2025-06-04,18:01,Delivered,bKash,723.23,99.72,64.78,758.17
ORD004174,CUST02034,REST0034,2025-12-07,19:12,Delivered,bKash,683.53,119.13,170.88,631.78
ORD004175,CUST01446,REST0073,2025-11-13,14:55,Delivered,bKash,552.13,125.46,117.09,560.5
ORD004176,CUST00375,REST0041,2025-12-08,18:45,Delivered,Card,1739.2,149.04,166.14,1722.1
ORD004177,CUST02910,REST0098,2025-01-18,14:59,Delivered,bKash,1025.65,46.12,8.76,1063.01
ORD004178,CUST00624,REST0035,2025-01-04,12:52,Delivered,Nagad,725.57,33.48,100.23,658.82
ORD004179,CUST01049,REST0057,2025-06-14,16:12,Delivered,Card,1059.41,136.92,153.43,1042.9
ORD004180,CUST00606,REST0027,2025-05-07,21:46,Delivered,Cash,1749.82,123.32,220.09,1653.05
ORD004181,CUST02114,REST0018,2025-08-01,17:58,Delivered,Nagad,587.18,65.33,146.79,505.72
ORD004182,CUST02577,REST0021,2025-02-17,21:25,Delivered,bKash,657.5,64.05,112.87,608.68
ORD004183,CUST00278,REST0018,2025-02-15,14:11,Delivered,Nagad,1423.33,110.09,222.52,1310.9
ORD004184,CUST02058,REST0027,2025-02-15,18:11,Delivered,Nagad,597.07,107.75,149.27,555.55
ORD004185,CUST01165,REST0095,2025-02-17,12:11,Delivered,bKash,972.81,74.71,175.68,871.84
ORD004186,CUST03882,REST0028,2025-07-06,17:54,Delivered,Card,1584.98,64.63,150.44,1499.17
ORD004187,CUST04124,REST0097,2025-04-30,20:43,Delivered,Nagad,1677.61,47.16,87.04,1637.73
ORD004188,CUST03172,REST0015,2025-05-12,11:22,Delivered,bKash,738.13,126.09,184.53,679.69
ORD004189,CUST02768,REST0045,2025-01-19,19:17,Delivered,Cash,1791.47,94.04,102.21,1783.3
ORD004190,CUST04945,REST0047,2025-10-02,10:23,Delivered,Card,647.42,148.72,161.85,634.29
ORD004191,CUST00261,REST0036,2025-08-20,16:46,Delivered,Cash,301.65,145.33,75.41,371.57
ORD004192,CUST04134,REST0019,2025-02-11,19:26,Delivered,Nagad,822.03,93.35,162.07,753.31
ORD004193,CUST03566,REST0099,2025-04-02,21:05,Delivered,Card,1574.9,117.08,33.69,1658.29
ORD004194,CUST03819,REST0096,2025-09-18,14:39,Delivered,bKash,840.52,41.81,186.16,696.17
ORD004195,CUST04563,REST0045,2025-02-17,21:44,Delivered,bKash,1570.24,73.41,220.46,1423.19
ORD004196,CUST02795,REST0057,2025-10-09,16:02,Delivered,bKash,1217.9,55.3,20.22,1252.98
ORD004197,CUST01204,REST0076,2025-03-15,12:50,Delivered,bKash,639.32,110.1,127.69,621.73
ORD004198,CUST02013,REST0029,2025-08-04,12:57,Delivered,Nagad,569.08,115.17,24.92,659.33
ORD004199,CUST01811,REST0098,2025-08-09,22:50,Delivered,bKash,880.55,149.99,44.81,985.73
ORD004200,CUST03609,REST0016,2025-04-19,10:30,Delivered,Nagad,1377.15,85.11,240.49,1221.77
ORD004201,CUST00304,REST0022,2025-05-15,12:45,Delivered,Card,1118.99,88.94,184.01,1023.92
ORD004202,CUST01097,REST0072,2025-12-09,10:56,Delivered,Nagad,658.88,113.51,95.34,677.05
ORD004203,CUST04029,REST0055,2025-08-26,13:31,Delivered,Nagad,1327.59,140.74,84.87,1383.46
ORD004204,CUST03619,REST0012,2025-06-04,19:27,Delivered,Cash,342.32,95.29,10.58,427.03
ORD004205,CUST01167,REST0098,2025-11-25,14:53,Delivered,bKash,1108.2,149.51,235.03,1022.68
ORD004206,CUST04310,REST0016,2025-02-25,19:08,Delivered,Card,1715.99,81.52,122.55,1674.96
ORD004207,CUST02353,REST0055,2025-07-17,18:33,Delivered,Card,784.94,77.44,196.24,666.14
ORD004208,CUST00345,REST0047,2025-11-11,10:59,Delivered,Card,595.29,33.17,148.82,479.64
ORD004209,CUST00744,REST0073,2025-02-07,17:26,Delivered,Nagad,1509.8,51.08,15.77,1545.11
ORD004210,CUST01622,REST0027,2025-12-07,13:26,Delivered,Nagad,489.7,149.8,56.93,582.57
ORD004211,CUST02542,REST0099,2025-12-05,13:59,Delivered,Nagad,484.67,112.57,121.17,476.07
ORD004212,CUST01923,REST0011,2025-08-05,10:57,Cancelled,bKash,1362.89,90.43,77.92,1375.4
ORD004213,CUST01149,REST0083,2025-08-19,21:24,Delivered,Cash,814.01,112.51,24.0,902.52
ORD004214,CUST02889,REST0095,2025-12-08,17:41,Delivered,Card,909.77,41.44,109.27,841.94
ORD004215,CUST03951,REST0015,2025-09-14,14:18,Delivered,Card,1319.7,122.12,78.57,1363.25
ORD004216,CUST00657,REST0053,2025-07-28,12:57,Delivered,bKash,1340.85,133.93,98.73,1376.05
ORD004217,CUST04713,REST0091,2025-07-20,14:13,Cancelled,Nagad,766.82,66.98,164.67,669.13
ORD004218,CUST00776,REST0033,2025-05-17,16:57,Delivered,bKash,1620.42,52.9,39.33,1633.99
ORD004219,CUST01670,REST0071,2025-05-08,18:39,Delivered,Card,793.77,132.33,77.01,849.09
ORD004220,CUST02008,REST0087,2025-02-22,20:18,Delivered,bKash,760.16,54.88,190.04,625.0
ORD004221,CUST04598,REST0100,2025-12-10,18:11,Delivered,Nagad,658.36,36.06,146.05,548.37
ORD004222,CUST01660,REST0022,2025-03-25,22:30,Delivered,bKash,588.08,122.61,54.9,655.79
ORD004223,CUST00607,REST0065,2025-07-28,16:35,Delivered,Cash,459.92,39.53,114.98,384.47
ORD004224,CUST03704,REST0058,2025-11-29,18:24,Delivered,Nagad,1345.9,35.0,94.68,1286.22
ORD004225,CUST00430,REST0027,2025-10-12,21:57,Delivered,bKash,511.18,35.26,48.14,498.3
ORD004226,CUST03373,REST0075,2025-02-05,18:51,Delivered,bKash,721.67,79.18,42.91,757.94
ORD004227,CUST01005,REST0012,2025-08-03,22:05,Delivered,Nagad,1463.41,51.89,124.36,1390.94
ORD004228,CUST01613,REST0060,2025-01-27,21:13,Delivered,Nagad,1313.48,91.93,235.66,1169.75
ORD004229,CUST04190,REST0085,2025-05-26,12:06,Delivered,Card,1189.82,119.64,170.56,1138.9
ORD004230,CUST02363,REST0072,2025-01-18,14:28,Delivered,Nagad,1617.5,111.1,29.21,1699.39
ORD004231,CUST02201,REST0077,2025-04-28,11:25,Delivered,Card,858.27,67.87,93.83,832.31
