delivery_id,order_id,delivery_partner_id,pickup_time,delivery_time,estimated_minutes,actual_minutes,delivery_status,distance_km
DEL008628,ORD008780,RIDER0078,2025-03-09 02:11:00,2025-03-09 03:18:00,52,67,Late,1.64
DEL008629,ORD008781,RIDER0021,2025-02-10 13:31:00,2025-02-10 14:40:00,58,69,Late,12.11
DEL008630,ORD008782,RIDER0010,2025-01-15 03:47:00,2025-01-15 04:14:00,25,27,Late,14.22
DEL008631,ORD008783,RIDER0133,2025-10-06 00:05:00,2025-10-06 00:25:00,32,20,On Time,11.19
DEL008632,ORD008784,RIDER0231,2025-06-18 23:38:00,2025-06-19 00:34:00,50,56,Late,7.58
DEL008633,ORD008786,RIDER0185,2025-07-18 11:20:00,2025-07-18 11:59:00,39,39,On Time,8.44
DEL008634,ORD008788,RIDER0038,2025-04-22 08:00:00,2025-04-22 08:45:00,51,45,On Time,12.68
DEL008635,ORD008789,RIDER0232,2025-02-21 03:08:00,2025-02-21 03:57:00,45,49,Late,12.99
DEL008636,ORD008790,RIDER0112,2025-05-17 04:59:00,2025-05-17 06:00:00,59,61,Late,8.01
DEL008637,ORD008791,RIDER0274,2025-09-12 00:14:00,2025-09-12 01:30:00,53,76,Late,1.21
DEL008638,ORD008793,RIDER0263,2025-06-07 00:11:00,2025-06-07 00:39:00,36,28,On Time,1.83
DEL008639,ORD008794,RIDER0032,2025-10-27 21:00:00,2025-10-27 21:52:00,32,52,Late,13.71
DEL008640,ORD008795,RIDER0159,2025-09-21 19:58:00,2025-09-21 20:52:00,46,54,Late,7.79
DEL008641,ORD008796,RIDER0213,2025-12-21 14:40:00,2025-12-21 15:20:00,28,40,Late,8.47
DEL008642,ORD008797,RIDER0115,2025-11-03 17:57:00,2025-11-03 19:02:00,58,65,Late,7.92
DEL008643,ORD008798,RIDER0039,2025-04-09 10:47:00,2025-04-09 11:26:00,57,39,On Time,1.85
DEL008644,ORD008799,RIDER0207,2025-05-01 13:48:00,2025-05-01 14:16:00,26,28,Late,10.16
DEL008645,ORD008800,RIDER0051,2025-03-31 15:36:00,2025-03-31 16:05:00,37,29,On Time,10.18
DEL008646,ORD008801,RIDER0152,2025-01-30 09:45:00,2025-01-30 10:26:00,38,41,Late,10.19
DEL008647,ORD008802,RIDER0267,2025-08-18 22:57:00,2025-08-18 23:25:00,32,28,On Time,7.17
DEL008648,ORD008803,RIDER0220,2025-05-19 13:21:00,2025-05-19 14:05:00,43,44,Late,0.94
DEL008649,ORD008804,RIDER0174,2025-09-11 22:52:00,2025-09-11 23:28:00,41,36,On Time,4.27
DEL008650,ORD008805,RIDER0002,2025-01-31 14:33:00,2025-01-31 15:34:00,60,61,Late,3.53
DEL008651,ORD008806,RIDER0156,2025-06-11 06:55:00,2025-06-11 07:49:00,55,54,On Time,3.76
DEL008652,ORD008807,RIDER0166,2025-06-05 11:47:00,2025-06-05 12:20:00,48,33,On Time,1.32
DEL008653,ORD008808,RIDER0150,2025-11-19 09:32:00,2025-11-19 10:26:00,56,54,On Time,13.79
DEL008654,ORD008809,RIDER0024,2025-04-27 15:48:00,2025-04-27 16:00:00,28,12,On Time,14.31
DEL008655,ORD008810,RIDER0277,2025-07-10 00:31:00,2025-07-10 01:03:00,50,32,On Time,6.85
DEL008656,ORD008811,RIDER0273,2025-06-25 01:44:00,2025-06-25 03:14:00,58,90,Late,12.2
DEL008657,ORD008812,RIDER0164,2025-01-05 06:35:00,2025-01-05 07:09:00,56,34,On Time,14.58
DEL008658,ORD008813,RIDER0254,2025-11-29 01:26:00,2025-11-29 02:32:00,57,66,Late,10.91
DEL008659,ORD008814,RIDER0215,2025-01-12 13:28:00,2025-01-12 14:28:00,52,60,Late,5.44
DEL008660,ORD008815,RIDER0107,2025-02-28 08:38:00,2025-02-28 09:18:00,38,40,Late,14.58
DEL008661,ORD008816,RIDER0048,2025-11-17 15:47:00,2025-11-17 16:11:00,30,24,On Time,8.41
DEL008662,ORD008817,RIDER0006,2025-11-04 01:12:00,2025-11-04 01:50:00,39,38,On Time,11.8
DEL008663,ORD008818,RIDER0150,2025-10-26 01:43:00,2025-10-26 02:24:00,32,41,Late,14.52
DEL008664,ORD008819,RIDER0191,2025-09-07 18:44:00,2025-09-07 18:56:00,30,12,On Time,2.93
DEL008665,ORD008820,RIDER0280,2025-12-05 19:56:00,2025-12-05 20:57:00,60,61,Late,10.89
DEL008666,ORD008821,RIDER0108,2025-04-03 16:10:00,2025-04-03 17:09:00,46,59,Late,10.42
DEL008667,ORD008822,RIDER0111,2025-11-15 11:34:00,2025-11-15 11:50:00,26,16,On Time,7.67
DEL008668,ORD008823,RIDER0146,2025-04-21 10:46:00,2025-04-21 11:35:00,54,49,On Time,6.7
DEL008669,ORD008824,RIDER0224,2025-11-02 21:43:00,2025-11-02 23:00:00,54,77,Late,12.7
DEL008670,ORD008825,RIDER0119,2025-10-22 00:08:00,2025-10-22 00:54:00,51,46,On Time,8.76
DEL008671,ORD008826,RIDER0211,2025-12-02 02:58:00,2025-12-02 03:40:00,30,42,Late,11.0
DEL008672,ORD008827,RIDER0278,2025-01-17 12:02:00,2025-01-17 12:58:00,50,56,Late,14.41
DEL008673,ORD008828,RIDER0287,2025-08-08 07:43:00,2025-08-08 08:08:00,27,25,On Time,9.34
DEL008674,ORD008829,RIDER0043,2025-10-26 17:20:00,2025-10-26 17:50:00,29,30,Late,3.38
DEL008675,ORD008830,RIDER0063,2025-11-01 05:02:00,2025-11-01 05:57:00,45,55,Late,5.76
DEL008676,ORD008831,RIDER0123,2025-01-05 04:06:00,2025-01-05 04:18:00,26,12,On Time,5.43
DEL008677,ORD008832,RIDER0279,2025-05-09 19:44:00,2025-05-09 20:35:00,50,51,Late,6.81
DEL008678,ORD008833,RIDER0056,2025-11-19 19:44:00,2025-11-19 20:12:00,27,28,Late,6.33
DEL008679,ORD008834,RIDER0269,2025-04-22 18:37:00,2025-04-22 19:19:00,57,42,On Time,1.58
DEL008680,ORD008835,RIDER0024,2025-01-24 16:41:00,2025-01-24 17:19:00,48,38,On Time,8.83
DEL008681,ORD008836,RIDER0050,2025-01-29 10:52:00,2025-01-29 11:37:00,55,45,On Time,2.17
DEL008682,ORD008837,RIDER0069,2025-05-12 12:22:00,2025-05-12 12:46:00,39,24,On Time,10.78
DEL008683,ORD008838,RIDER0043,2025-02-13 11:15:00,2025-02-13 12:13:00,49,58,Late,6.55
DEL008684,ORD008839,RIDER0100,2025-11-17 23:58:00,2025-11-18 00:28:00,48,30,On Time,6.57
DEL008685,ORD008840,RIDER0100,2025-07-26 06:55:00,2025-07-26 07:44:00,52,49,On Time,10.68
DEL008686,ORD008841,RIDER0157,2025-08-04 13:11:00,2025-08-04 14:05:00,58,54,On Time,2.08
DEL008687,ORD008842,RIDER0296,2025-09-01 19:37:00,2025-09-01 20:24:00,40,47,Late,9.99
DEL008688,ORD008843,RIDER0043,2025-01-31 03:48:00,2025-01-31 04:42:00,46,54,Late,9.29
DEL008689,ORD008844,RIDER0256,2025-09-23 11:55:00,2025-09-23 12:18:00,35,23,On Time,8.89
DEL008690,ORD008845,RIDER0278,2025-01-11 04:33:00,2025-01-11 05:12:00,39,39,On Time,6.78
DEL008691,ORD008846,RIDER0188,2025-03-23 17:17:00,2025-03-23 18:00:00,45,43,On Time,6.41
DEL008692,ORD008847,RIDER0172,2025-06-05 11:56:00,2025-06-05 12:41:00,26,45,Late,5.07
DEL008693,ORD008848,RIDER0252,2025-06-15 06:57:00,2025-06-15 07:30:00,33,33,On Time,14.14
DEL008694,ORD008849,RIDER0129,2025-07-27 22:38:00,2025-07-27 23:05:00,31,27,On Time,9.26
DEL008695,ORD008850,RIDER0184,2025-01-24 19:06:00,2025-01-24 19:58:00,41,52,Late,11.65
DEL008696,ORD008851,RIDER0024,2025-10-22 22:06:00,2025-10-22 22:46:00,30,40,Late,6.85
DEL008697,ORD008853,RIDER0067,2025-11-28 19:03:00,2025-11-28 20:07:00,41,64,Late,13.72
DEL008698,ORD008854,RIDER0136,2025-02-19 08:32:00,2025-02-19 09:10:00,52,38,On Time,6.23
DEL008699,ORD008856,RIDER0273,2025-04-10 06:01:00,2025-04-10 06:50:00,57,49,On Time,4.81
DEL008700,ORD008857,RIDER0107,2025-03-22 11:50:00,2025-03-22 12:26:00,37,36,On Time,5.74
DEL008701,ORD008858,RIDER0181,2025-08-29 17:14:00,2025-08-29 18:01:00,38,47,Late,12.24
DEL008702,ORD008859,RIDER0234,2025-11-20 23:03:00,2025-11-20 23:38:00,50,35,On Time,10.33
DEL008703,ORD008860,RIDER0167,2025-06-30 09:06:00,2025-06-30 09:34:00,30,28,On Time,1.19
DEL008704,ORD008861,RIDER0288,2025-10-20 13:46:00,2025-10-20 15:05:00,55,79,Late,4.65
DEL008705,ORD008862,RIDER0223,2025-03-24 00:40:00,2025-03-24 01:20:00,36,40,Late,3.45
DEL008706,ORD008863,RIDER0004,2025-02-23 14:14:00,2025-02-23 15:05:00,51,51,On Time,10.04
DEL008707,ORD008864,RIDER0187,2025-03-31 01:05:00,2025-03-31 01:43:00,29,38,Late,12.5
DEL008708,ORD008865,RIDER0075,2025-07-22 06:41:00,2025-07-22 07:25:00,34,44,Late,7.1
DEL008709,ORD008866,RIDER0250,2025-01-31 13:12:00,2025-01-31 14:17:00,49,65,Late,4.53
DEL008710,ORD008867,RIDER0239,2025-07-12 19:45:00,2025-07-12 20:54:00,49,69,Late,1.24
DEL008711,ORD008868,RIDER0060,2025-04-10 08:16:00,2025-04-10 08:48:00,38,32,On Time,1.31
DEL008712,ORD008869,RIDER0062,2025-12-15 06:12:00,2025-12-15 07:15:00,51,63,Late,3.96
DEL008713,ORD008870,RIDER0077,2025-03-30 21:17:00,2025-03-30 21:42:00,32,25,On Time,9.23
DEL008714,ORD008871,RIDER0070,2025-05-03 17:19:00,2025-05-03 17:31:00,26,12,On Time,3.6
DEL008715,ORD008872,RIDER0228,2025-02-16 00:24:00,2025-02-16 01:38:00,51,74,Late,2.39
DEL008716,ORD008873,RIDER0086,2025-05-26 23:26:00,2025-05-27 00:19:00,33,53,Late,7.96
DEL008717,ORD008874,RIDER0023,2025-01-03 15:56:00,2025-01-03 17:05:00,59,69,Late,4.7
DEL008718,ORD008875,RIDER0235,2025-01-18 12:22:00,2025-01-18 12:34:00,31,12,On Time,2.21
DEL008719,ORD008876,RIDER0115,2025-11-10 13:47:00,2025-11-10 14:46:00,54,59,Late,9.7
DEL008720,ORD008877,RIDER0010,2025-11-23 07:37:00,2025-11-23 08:24:00,34,47,Late,9.6
DEL008721,ORD008878,RIDER0248,2025-03-22 11:06:00,2025-03-22 12:05:00,53,59,Late,12.71
DEL008722,ORD008879,RIDER0130,2025-06-02 07:32:00,2025-06-02 08:31:00,48,59,Late,11.24
DEL008723,ORD008880,RIDER0259,2025-11-04 18:29:00,2025-11-04 19:17:00,57,48,On Time,9.32
DEL008724,ORD008881,RIDER0134,2025-10-26 19:15:00,2025-10-26 20:21:00,40,66,Late,3.65
DEL008725,ORD008882,RIDER0106,2025-03-08 13:37:00,2025-03-08 14:11:00,30,34,Late,13.77
DEL008726,ORD008883,RIDER0252,2025-03-30 19:19:00,2025-03-30 20:20:00,30,61,Late,12.36
DEL008727,ORD008884,RIDER0277,2025-05-15 20:21:00,2025-05-15 21:35:00,53,74,Late,13.34
DEL008728,ORD008885,RIDER0132,2025-07-21 11:47:00,2025-07-21 12:31:00,48,44,On Time,10.11
DEL008729,ORD008886,RIDER0185,2025-06-28 07:40:00,2025-06-28 08:42:00,51,62,Late,8.64
DEL008730,ORD008887,RIDER0274,2025-12-05 08:25:00,2025-12-05 09:04:00,41,39,On Time,2.2
DEL008731,ORD008888,RIDER0001,2025-03-20 14:27:00,2025-03-20 15:15:00,57,48,On Time,3.91
DEL008732,ORD008890,RIDER0156,2025-01-21 16:51:00,2025-01-21 17:40:00,51,49,On Time,10.18
DEL008733,ORD008891,RIDER0024,2025-06-14 12:07:00,2025-06-14 12:59:00,51,52,Late,8.98
DEL008734,ORD008892,RIDER0056,2025-01-28 11:29:00,2025-01-28 12:09:00,37,40,Late,10.59
DEL008735,ORD008893,RIDER0265,2025-08-25 02:56:00,2025-08-25 04:20:00,48,84,Late,7.75
DEL008736,ORD008894,RIDER0229,2025-10-15 15:45:00,2025-10-15 16:03:00,32,18,On Time,6.62
DEL008737,ORD008895,RIDER0216,2025-07-04 15:08:00,2025-07-04 16:01:00,38,53,Late,5.51
DEL008738,ORD008896,RIDER0045,2025-11-06 11:30:00,2025-11-06 12:35:00,52,65,Late,3.06
DEL008739,ORD008897,RIDER0032,2025-06-04 04:10:00,2025-06-04 04:31:00,54,21,On Time,2.77
DEL008740,ORD008898,RIDER0030,2025-05-03 17:20:00,2025-05-03 18:08:00,46,48,Late,6.32
DEL008741,ORD008899,RIDER0068,2025-03-28 11:50:00,2025-03-28 12:04:00,33,14,On Time,11.61
DEL008742,ORD008901,RIDER0226,2025-02-09 17:07:00,2025-02-09 18:04:00,54,57,Late,10.04
DEL008743,ORD008902,RIDER0168,2025-06-18 15:08:00,2025-06-18 15:39:00,40,31,On Time,11.55
DEL008744,ORD008903,RIDER0261,2025-03-11 01:37:00,2025-03-11 02:06:00,52,29,On Time,1.09
DEL008745,ORD008904,RIDER0280,2025-10-07 05:55:00,2025-10-07 06:35:00,35,40,Late,13.32
DEL008746,ORD008905,RIDER0209,2025-11-26 07:50:00,2025-11-26 08:46:00,54,56,Late,6.89
DEL008747,ORD008906,RIDER0072,2025-12-20 04:56:00,2025-12-20 05:37:00,41,41,On Time,10.13
DEL008748,ORD008907,RIDER0021,2025-11-24 20:34:00,2025-11-24 21:07:00,39,33,On Time,12.62
DEL008749,ORD008908,RIDER0090,2025-01-27 02:51:00,2025-01-27 03:10:00,30,19,On Time,13.67
DEL008750,ORD008909,RIDER0071,2025-12-11 15:33:00,2025-12-11 16:04:00,49,31,On Time,6.12
DEL008751,ORD008910,RIDER0212,2025-05-11 02:59:00,2025-05-11 03:58:00,55,59,Late,13.62
DEL008752,ORD008911,RIDER0025,2025-10-04 17:06:00,2025-10-04 18:16:00,50,70,Late,6.5
DEL008753,ORD008912,RIDER0261,2025-10-22 23:07:00,2025-10-22 23:58:00,54,51,On Time,4.61
DEL008754,ORD008913,RIDER0112,2025-10-15 19:52:00,2025-10-15 20:27:00,54,35,On Time,9.94
DEL008755,ORD008914,RIDER0254,2025-09-11 00:22:00,2025-09-11 00:58:00,54,36,On Time,4.13
DEL008756,ORD008915,RIDER0279,2025-03-26 04:57:00,2025-03-26 05:46:00,58,49,On Time,9.1
DEL008757,ORD008916,RIDER0034,2025-01-09 16:52:00,2025-01-09 17:55:00,53,63,Late,5.27
DEL008758,ORD008917,RIDER0066,2025-02-19 14:05:00,2025-02-19 14:48:00,49,43,On Time,6.55
DEL008759,ORD008918,RIDER0294,2025-01-01 16:35:00,2025-01-01 17:12:00,39,37,On Time,10.8
DEL008760,ORD008919,RIDER0230,2025-01-04 08:54:00,2025-01-04 09:23:00,32,29,On Time,11.93
DEL008761,ORD008920,RIDER0216,2025-01-04 03:11:00,2025-01-04 04:01:00,47,50,Late,13.44
DEL008762,ORD008921,RIDER0197,2025-03-31 08:27:00,2025-03-31 09:22:00,42,55,Late,4.76
DEL008763,ORD008922,RIDER0113,2025-06-11 01:18:00,2025-06-11 02:01:00,39,43,Late,4.32
DEL008764,ORD008923,RIDER0096,2025-06-04 23:14:00,2025-06-04 23:39:00,42,25,On Time,10.81
DEL008765,ORD008924,RIDER0018,2025-01-15 22:07:00,2025-01-15 22:55:00,51,48,On Time,12.78
DEL008766,ORD008925,RIDER0025,2025-12-31 06:19:00,2025-12-31 06:39:00,29,20,On Time,6.32
DEL008767,ORD008926,RIDER0156,2025-02-01 22:51:00,2025-02-01 23:21:00,25,30,Late,1.64
DEL008768,ORD008927,RIDER0001,2025-03-04 01:24:00,2025-03-04 02:04:00,39,40,Late,13.11
DEL008769,ORD008928,RIDER0093,2025-12-30 08:59:00,2025-12-30 09:34:00,44,35,On Time,9.92
DEL008770,ORD008929,RIDER0014,2025-04-18 05:02:00,2025-04-18 05:48:00,45,46,Late,13.23
DEL008771,ORD008930,RIDER0188,2025-01-14 02:54:00,2025-01-14 03:24:00,55,30,On Time,3.27
DEL008772,ORD008931,RIDER0100,2025-01-23 20:05:00,2025-01-23 20:25:00,38,20,On Time,10.69
DEL008773,ORD008932,RIDER0136,2025-04-21 16:02:00,2025-04-21 16:43:00,41,41,On Time,13.74
DEL008774,ORD008933,RIDER0236,2025-11-17 13:41:00,2025-11-17 14:29:00,36,48,Late,0.83
DEL008775,ORD008935,RIDER0092,2025-02-10 03:18:00,2025-02-10 04:15:00,55,57,Late,4.55
DEL008776,ORD008936,RIDER0217,2025-10-09 04:08:00,2025-10-09 04:51:00,36,43,Late,2.45
DEL008777,ORD008937,RIDER0001,2025-10-31 14:37:00,2025-10-31 15:10:00,27,33,Late,14.9
DEL008778,ORD008938,RIDER0033,2025-05-24 14:37:00,2025-05-24 15:26:00,46,49,Late,7.99
DEL008779,ORD008939,RIDER0036,2025-10-15 22:30:00,2025-10-15 23:12:00,42,42,On Time,1.78
DEL008780,ORD008940,RIDER0203,2025-06-02 01:13:00,2025-06-02 01:50:00,28,37,Late,3.93
DEL008781,ORD008941,RIDER0099,2025-03-23 21:29:00,2025-03-23 21:41:00,30,12,On Time,9.94
DEL008782,ORD008942,RIDER0178,2025-12-31 08:34:00,2025-12-31 08:51:00,26,17,On Time,5.46
DEL008783,ORD008943,RIDER0122,2025-08-14 08:25:00,2025-08-14 09:00:00,37,35,On Time,5.82
DEL008784,ORD008944,RIDER0105,2025-06-01 12:28:00,2025-06-01 12:57:00,29,29,On Time,7.7
DEL008785,ORD008945,RIDER0130,2025-09-16 13:23:00,2025-09-16 13:46:00,31,23,On Time,11.21
DEL008786,ORD008946,RIDER0260,2025-11-14 06:44:00,2025-11-14 07:14:00,41,30,On Time,13.68
DEL008787,ORD008947,RIDER0292,2025-03-20 20:27:00,2025-03-20 21:20:00,59,53,On Time,7.08
DEL008788,ORD008948,RIDER0114,2025-07-14 02:40:00,2025-07-14 03:34:00,36,54,Late,3.52
DEL008789,ORD008950,RIDER0284,2025-09-23 20:55:00,2025-09-23 21:43:00,44,48,Late,2.47
DEL008790,ORD008951,RIDER0221,2025-08-18 13:16:00,2025-08-18 13:55:00,28,39,Late,2.53
DEL008791,ORD008952,RIDER0225,2025-05-30 16:38:00,2025-05-30 17:35:00,58,57,On Time,13.88
DEL008792,ORD008953,RIDER0068,2025-05-16 21:37:00,2025-05-16 22:14:00,38,37,On Time,9.86
DEL008793,ORD008954,RIDER0198,2025-05-03 07:37:00,2025-05-03 08:34:00,49,57,Late,0.98
DEL008794,ORD008955,RIDER0021,2025-12-24 19:18:00,2025-12-24 20:16:00,57,58,Late,3.31
DEL008795,ORD008956,RIDER0084,2025-04-20 10:33:00,2025-04-20 11:24:00,32,51,Late,9.85
DEL008796,ORD008957,RIDER0235,2025-05-23 12:24:00,2025-05-23 13:21:00,42,57,Late,2.84
DEL008797,ORD008958,RIDER0295,2025-03-11 21:30:00,2025-03-11 22:15:00,57,45,On Time,12.12
DEL008798,ORD008959,RIDER0037,2025-02-23 04:54:00,2025-02-23 06:02:00,52,68,Late,4.46
DEL008799,ORD008960,RIDER0011,2025-11-28 06:36:00,2025-11-28 07:38:00,57,62,Late,11.79
DEL008800,ORD008961,RIDER0284,2025-02-09 13:13:00,2025-02-09 14:05:00,46,52,Late,6.7
DEL008801,ORD008962,RIDER0018,2025-07-16 20:39:00,2025-07-16 21:11:00,44,32,On Time,3.03
DEL008802,ORD008963,RIDER0220,2025-01-27 15:40:00,2025-01-27 16:17:00,41,37,On Time,9.04
DEL008803,ORD008964,RIDER0009,2025-11-26 08:06:00,2025-11-26 09:21:00,56,75,Late,9.41
DEL008804,ORD008965,RIDER0148,2025-10-26 13:33:00,2025-10-26 13:57:00,35,24,On Time,7.36
DEL008805,ORD008966,RIDER0195,2025-06-29 01:04:00,2025-06-29 01:50:00,46,46,On Time,1.43
DEL008806,ORD008967,RIDER0088,2025-02-15 15:21:00,2025-02-15 16:07:00,42,46,Late,4.44
DEL008807,ORD008968,RIDER0104,2025-05-22 04:45:00,2025-05-22 05:20:00,55,35,On Time,5.02
DEL008808,ORD008969,RIDER0290,2025-11-16 08:40:00,2025-11-16 09:17:00,29,37,Late,1.34
DEL008809,ORD008970,RIDER0157,2025-04-08 10:15:00,2025-04-08 10:50:00,59,35,On Time,13.7
DEL008810,ORD008971,RIDER0247,2025-05-06 11:23:00,2025-05-06 12:03:00,43,40,On Time,14.14
DEL008811,ORD008972,RIDER0168,2025-02-27 01:39:00,2025-02-27 01:58:00,37,19,On Time,13.43
DEL008812,ORD008973,RIDER0265,2025-06-26 18:18:00,2025-06-26 18:47:00,35,29,On Time,11.32
DEL008813,ORD008974,RIDER0216,2025-07-26 14:07:00,2025-07-26 15:09:00,52,62,Late,11.31
DEL008814,ORD008975,RIDER0210,2025-10-12 06:09:00,2025-10-12 07:17:00,59,68,Late,10.98
DEL008815,ORD008976,RIDER0078,2025-06-03 03:43:00,2025-06-03 04:38:00,60,55,On Time,8.61
DEL008816,ORD008977,RIDER0048,2025-01-27 03:08:00,2025-01-27 04:16:00,54,68,Late,9.81
DEL008817,ORD008978,RIDER0158,2025-11-19 13:43:00,2025-11-19 14:12:00,25,29,Late,8.19
DEL008818,ORD008979,RIDER0056,2025-06-12 21:38:00,2025-06-12 22:44:00,60,66,Late,8.26
DEL008819,ORD008980,RIDER0236,2025-09-07 08:10:00,2025-09-07 08:42:00,39,32,On Time,13.24
DEL008820,ORD008981,RIDER0062,2025-07-07 03:23:00,2025-07-07 03:59:00,39,36,On Time,6.9
DEL008821,ORD008982,RIDER0240,2025-11-30 15:09:00,2025-11-30 15:30:00,37,21,On Time,14.75
DEL008822,ORD008983,RIDER0104,2025-03-31 00:40:00,2025-03-31 01:08:00,40,28,On Time,5.49
DEL008823,ORD008984,RIDER0275,2025-05-11 04:33:00,2025-05-11 05:11:00,45,38,On Time,6.65
DEL008824,ORD008985,RIDER0269,2025-10-25 16:47:00,2025-10-25 17:43:00,59,56,On Time,8.58
DEL008825,ORD008986,RIDER0176,2025-01-13 05:04:00,2025-01-13 05:26:00,38,22,On Time,11.23
DEL008826,ORD008987,RIDER0148,2025-01-29 19:12:00,2025-01-29 19:24:00,40,12,On Time,12.19
DEL008827,ORD008988,RIDER0160,2025-09-22 04:41:00,2025-09-22 05:25:00,34,44,Late,14.73
DEL008828,ORD008989,RIDER0262,2025-02-01 19:27:00,2025-02-01 20:01:00,26,34,Late,4.6
DEL008829,ORD008990,RIDER0129,2025-05-30 02:51:00,2025-05-30 04:00:00,49,69,Late,3.96
DEL008830,ORD008991,RIDER0193,2025-03-27 07:58:00,2025-03-27 08:50:00,55,52,On Time,13.9
DEL008831,ORD008992,RIDER0220,2025-02-27 04:56:00,2025-02-27 06:00:00,59,64,Late,10.11
DEL008832,ORD008993,RIDER0234,2025-02-26 19:13:00,2025-02-26 19:45:00,44,32,On Time,8.66
DEL008833,ORD008994,RIDER0129,2025-01-25 13:07:00,2025-01-25 13:36:00,31,29,On Time,4.63
DEL008834,ORD008995,RIDER0244,2025-07-09 05:53:00,2025-07-09 06:55:00,52,62,Late,13.12
DEL008835,ORD008996,RIDER0083,2025-03-17 12:25:00,2025-03-17 13:12:00,37,47,Late,6.56
DEL008836,ORD008997,RIDER0282,2025-12-05 16:25:00,2025-12-05 16:48:00,30,23,On Time,6.51
DEL008837,ORD008998,RIDER0245,2025-08-13 04:26:00,2025-08-13 04:51:00,38,25,On Time,6.11
DEL008838,ORD008999,RIDER0054,2025-07-02 21:17:00,2025-07-02 21:59:00,49,42,On Time,10.56
DEL008839,ORD009000,RIDER0230,2025-06-03 15:27:00,2025-06-03 16:27:00,52,60,Late,13.08
DEL008840,ORD009001,RIDER0214,2025-09-26 11:37:00,2025-09-26 12:03:00,36,26,On Time,1.49
DEL008841,ORD009002,RIDER0085,2025-10-05 04:11:00,2025-10-05 04:57:00,43,46,Late,3.22
DEL008842,ORD009003,RIDER0148,2025-12-06 07:55:00,2025-12-06 08:53:00,55,58,Late,3.31
DEL008843,ORD009004,RIDER0235,2025-12-29 11:24:00,2025-12-29 12:35:00,55,71,Late,4.74
DEL008844,ORD009005,RIDER0191,2025-01-23 05:01:00,2025-01-23 06:10:00,54,69,Late,14.73
DEL008845,ORD009006,RIDER0219,2025-01-14 14:02:00,2025-01-14 14:57:00,40,55,Late,14.29
DEL008846,ORD009007,RIDER0253,2025-04-04 04:31:00,2025-04-04 05:40:00,57,69,Late,9.58
DEL008847,ORD009008,RIDER0001,2025-12-09 21:20:00,2025-12-09 21:53:00,46,33,On Time,10.1
DEL008848,ORD009009,RIDER0207,2025-02-21 23:26:00,2025-02-21 23:50:00,34,24,On Time,11.18
DEL008849,ORD009010,RIDER0063,2025-12-05 22:49:00,2025-12-05 23:40:00,49,51,Late,2.5
DEL008850,ORD009011,RIDER0236,2025-02-10 10:58:00,2025-02-10 11:42:00,55,44,On Time,1.38
DEL008851,ORD009012,RIDER0237,2025-06-13 22:28:00,2025-06-13 23:04:00,42,36,On Time,7.04
DEL008852,ORD009013,RIDER0162,2025-01-06 02:35:00,2025-01-06 03:21:00,42,46,Late,13.89
DEL008853,ORD009014,RIDER0259,2025-05-18 10:26:00,2025-05-18 10:57:00,37,31,On Time,2.02
DEL008854,ORD009015,RIDER0040,2025-04-09 07:50:00,2025-04-09 08:22:00,36,32,On Time,2.25
DEL008855,ORD009016,RIDER0291,2025-12-07 09:59:00,2025-12-07 10:11:00,29,12,On Time,4.01
DEL008856,ORD009017,RIDER0127,2025-08-12 13:00:00,2025-08-12 13:31:00,57,31,On Time,3.99
DEL008857,ORD009018,RIDER0190,2025-11-12 18:35:00,2025-11-12 19:02:00,41,27,On Time,5.15
DEL008858,ORD009019,RIDER0119,2025-01-30 16:13:00,2025-01-30 17:18:00,51,65,Late,8.25
DEL008859,ORD009020,RIDER0242,2025-08-13 21:48:00,2025-08-13 22:19:00,41,31,On Time,12.77
DEL008860,ORD009021,RIDER0028,2025-11-22 13:54:00,2025-11-22 15:00:00,44,66,Late,4.49
DEL008861,ORD009022,RIDER0135,2025-09-18 20:17:00,2025-09-18 21:25:00,52,68,Late,9.79
DEL008862,ORD009023,RIDER0036,2025-09-04 09:07:00,2025-09-04 09:44:00,44,37,On Time,13.93
DEL008863,ORD009024,RIDER0101,2025-03-20 07:16:00,2025-03-20 08:35:00,56,79,Late,6.68
DEL008864,ORD009025,RIDER0260,2025-07-04 22:43:00,2025-07-04 23:28:00,36,45,Late,5.21
DEL008865,ORD009026,RIDER0174,2025-10-26 12:03:00,2025-10-26 13:00:00,38,57,Late,2.07
DEL008866,ORD009027,RIDER0081,2025-06-29 00:48:00,2025-06-29 01:00:00,32,12,On Time,6.09
DEL008867,ORD009028,RIDER0263,2025-03-18 14:45:00,2025-03-18 15:29:00,47,44,On Time,2.22
DEL008868,ORD009029,RIDER0171,2025-09-19 03:03:00,2025-09-19 03:20:00,25,17,On Time,4.84
DEL008869,ORD009030,RIDER0128,2025-08-17 09:56:00,2025-08-17 10:10:00,25,14,On Time,14.94
DEL008870,ORD009031,RIDER0298,2025-01-02 08:34:00,2025-01-02 09:28:00,40,54,Late,10.77
DEL008871,ORD009032,RIDER0197,2025-01-17 14:49:00,2025-01-17 15:25:00,40,36,On Time,0.85
DEL008872,ORD009033,RIDER0281,2025-12-10 19:04:00,2025-12-10 19:47:00,35,43,Late,3.35
DEL008873,ORD009034,RIDER0129,2025-01-12 02:33:00,2025-01-12 03:05:00,26,32,Late,4.86
