customer_id,customer_name,gender,age,city,signup_date,customer_segment
CUST01235,Customer 01235,Female,36,Barishal,2025-02-20,Mid-age
CUST01236,Customer 01236,Female,42,Dhaka,2023-02-17,Mid-age
CUST01237,Customer 01237,Male,21,Rangpur,2023-11-13,Young
CUST01238,Customer 01238,Female,46,Chattogram,2023-07-28,Senior
CUST01239,Customer 01239,Male,36,Chattogram,2024-07-30,Mid-age
CUST01240,Customer 01240,Male,60,Chattogram,2023-11-11,Senior
CUST01241,Customer 01241,Male,19,Rajshahi,2025-01-23,Young
CUST01242,Customer 01242,Female,27,Dhaka,2025-11-25,Adult
CUST01243,Customer 01243,Male,60,Rangpur,2025-07-03,Senior
CUST01244,Customer 01244,Male,42,Chattogram,2025-01-24,Mid-age
CUST01245,Customer 01245,Male,37,Dhaka,2024-07-07,Mid-age
CUST01246,Customer 01246,Female,36,Dhaka,2024-02-07,Mid-age
CUST01247,Customer 01247,Female,40,Chattogram,2023-02-08,Mid-age
CUST01248,Customer 01248,Female,41,Chattogram,2024-08-03,Mid-age
CUST01249,Customer 01249,Female,28,Chattogram,2023-06-29,Adult
CUST01250,Customer 01250,Female,51,Rajshahi,2023-01-12,Senior
CUST01251,Customer 01251,Male,45,Chattogram,2025-07-31,Senior
CUST01252,Customer 01252,Female,22,Mymensingh,2024-07-01,Young
CUST01253,Customer 01253,Female,22,Sylhet,2023-03-04,Young
CUST01254,Customer 01254,Female,38,Barishal,2025-04-23,Mid-age
CUST01255,Customer 01255,Male,29,Dhaka,2025-10-05,Adult
CUST01256,Customer 01256,Female,21,Chattogram,2023-02-03,Young
CUST01257,Customer 01257,Female,59,Dhaka,2025-01-21,Senior
CUST01258,Customer 01258,Male,37,Sylhet,2023-02-18,Mid-age
CUST01259,Customer 01259,Female,55,Rangpur,2024-10-19,Senior
CUST01260,Customer 01260,Male,42,Dhaka,2024-12-01,Mid-age
CUST01261,Customer 01261,Male,31,Dhaka,2025-12-16,Adult
CUST01262,Customer 01262,Male,28,Rangpur,2023-04-19,Adult
CUST01263,Customer 01263,Male,49,Dhaka,2025-09-11,Senior
CUST01264,Customer 01264,Male,28,Rajshahi,2023-01-24,Adult
CUST01265,Customer 01265,Female,35,Chattogram,2023-08-09,Mid-age
CUST01266,Customer 01266,Male,44,Barishal,2023-11-11,Mid-age
CUST01267,Customer 01267,Male,35,Dhaka,2023-10-21,Mid-age
CUST01268,Customer 01268,Female,40,Dhaka,2025-10-30,Mid-age
CUST01269,Customer 01269,Male,28,Chattogram,2025-10-16,Adult
CUST01270,Customer 01270,Female,38,Mymensingh,2025-10-14,Mid-age
CUST01271,Customer 01271,Female,22,Chattogram,2024-09-29,Young
CUST01272,Customer 01272,Female,40,Dhaka,2023-09-24,Mid-age
CUST01273,Customer 01273,Male,58,Sylhet,2023-03-29,Senior
CUST01274,Customer 01274,Male,42,Mymensingh,2024-03-30,Mid-age
CUST01275,Customer 01275,Male,58,Barishal,2025-01-26,Senior
CUST01276,Customer 01276,Female,27,Mymensingh,2024-03-06,Adult
CUST01277,Customer 01277,Male,39,Dhaka,2025-06-29,Mid-age
CUST01278,Customer 01278,Male,36,Dhaka,2023-08-30,Mid-age
CUST01279,Customer 01279,Male,18,Sylhet,2024-12-02,Young
CUST01280,Customer 01280,Female,24,Barishal,2025-06-20,Young
CUST01281,Customer 01281,Female,21,Dhaka,2025-01-10,Young
CUST01282,Customer 01282,Male,18,Dhaka,2023-03-07,Young
CUST01283,Customer 01283,Male,32,Khulna,2025-08-29,Adult
CUST01284,Customer 01284,Male,57,Dhaka,2024-01-13,Senior
CUST01285,Customer 01285,Male,29,Dhaka,2024-01-23,Adult
CUST01286,Customer 01286,Female,39,Chattogram,2025-02-19,Mid-age
CUST01287,Customer 01287,Female,39,Sylhet,2023-07-28,Mid-age
CUST01288,Customer 01288,Female,34,Khulna,2023-01-16,Adult
CUST01289,Customer 01289,Female,46,Dhaka,2025-09-12,Senior
CUST01290,Customer 01290,Male,31,Sylhet,2024-01-02,Adult
CUST01291,Customer 01291,Male,37,Sylhet,2025-02-18,Mid-age
CUST01292,Customer 01292,Male,50,Chattogram,2024-03-15,Senior
CUST01293,Customer 01293,Female,60,Rajshahi,2024-11-20,Senior
CUST01294,Customer 01294,Male,32,Dhaka,2025-11-25,Adult
CUST01295,Customer 01295,Female,29,Dhaka,2025-04-26,Adult
CUST01296,Customer 01296,Female,57,Dhaka,2024-02-26,Senior
CUST01297,Customer 01297,Male,37,Dhaka,2024-08-30,Mid-age
CUST01298,Customer 01298,Male,47,Chattogram,2023-01-20,Senior
CUST01299,Customer 01299,Male,55,Barishal,2024-11-06,Senior
CUST01300,Customer 01300,Female,20,Rajshahi,2024-01-17,Young
CUST01301,Customer 01301,Male,45,Khulna,2024-08-31,Senior
CUST01302,Customer 01302,Female,43,Dhaka,2023-05-23,Mid-age
CUST01303,Customer 01303,Male,47,Chattogram,2023-03-03,Senior
CUST01304,Customer 01304,Female,30,Chattogram,2023-08-26,Adult
CUST01305,Customer 01305,Female,30,Dhaka,2025-07-15,Adult
CUST01306,Customer 01306,Male,19,Dhaka,2023-12-08,Young
CUST01307,Customer 01307,Female,54,Sylhet,2024-03-30,Senior
CUST01308,Customer 01308,Female,55,Mymensingh,2023-10-09,Senior
CUST01309,Customer 01309,Male,19,Dhaka,2025-06-04,Young
CUST01310,Customer 01310,Female,53,Dhaka,2025-10-21,Senior
CUST01311,Customer 01311,Male,43,Khulna,2024-12-23,Mid-age
CUST01312,Customer 01312,Female,28,Dhaka,2023-03-28,Adult
CUST01313,Customer 01313,Male,25,Barishal,2024-10-26,Adult
CUST01314,Customer 01314,Male,57,Rajshahi,2025-05-11,Senior
CUST01315,Customer 01315,Female,60,Mymensingh,2023-03-02,Senior
CUST01316,Customer 01316,Female,39,Chattogram,2025-03-07,Mid-age
CUST01317,Customer 01317,Female,37,Rajshahi,2023-04-05,Mid-age
CUST01318,Customer 01318,Female,25,Chattogram,2025-02-24,Adult
CUST01319,Customer 01319,Female,46,Sylhet,2025-08-18,Senior
CUST01320,Customer 01320,Male,57,Chattogram,2023-10-24,Senior
CUST01321,Customer 01321,Female,43,Dhaka,2024-11-24,Mid-age
CUST01322,Customer 01322,Male,47,Chattogram,2024-02-03,Senior
CUST01323,Customer 01323,Male,34,Chattogram,2025-08-03,Adult
CUST01324,Customer 01324,Female,37,Barishal,2024-06-17,Mid-age
CUST01325,Customer 01325,Male,33,Khulna,2024-02-06,Adult
CUST01326,Customer 01326,Male,60,Rajshahi,2023-05-10,Senior
CUST01327,Customer 01327,Male,24,Dhaka,2023-10-19,Young
CUST01328,Customer 01328,Male,33,Khulna,2023-10-03,Adult
CUST01329,Customer 01329,Female,44,Chattogram,2025-06-30,Mid-age
CUST01330,Customer 01330,Male,40,Rangpur,2025-07-14,Mid-age
CUST01331,Customer 01331,Female,41,Rangpur,2023-02-24,Mid-age
CUST01332,Customer 01332,Female,26,Dhaka,2025-01-08,Adult
CUST01333,Customer 01333,Male,52,Barishal,2025-11-15,Senior
CUST01334,Customer 01334,Female,37,Dhaka,2025-02-03,Mid-age
CUST01335,Customer 01335,Female,54,Dhaka,2024-10-03,Senior
CUST01336,Customer 01336,Female,59,Chattogram,2024-12-24,Senior
CUST01337,Customer 01337,Male,34,Dhaka,2025-03-12,Adult
CUST01338,Customer 01338,Female,48,Khulna,2025-01-07,Senior
CUST01339,Customer 01339,Female,25,Dhaka,2025-01-27,Adult
CUST01340,Customer 01340,Female,32,Dhaka,2024-07-20,Adult
CUST01341,Customer 01341,Male,48,Sylhet,2023-12-06,Senior
CUST01342,Customer 01342,Female,47,Khulna,2023-06-02,Senior
CUST01343,Customer 01343,Male,37,Rangpur,2025-09-30,Mid-age
CUST01344,Customer 01344,Male,56,Rajshahi,2024-03-02,Senior
CUST01345,Customer 01345,Male,29,Rajshahi,2025-09-29,Adult
CUST01346,Customer 01346,Male,34,Chattogram,2023-07-23,Adult
CUST01347,Customer 01347,Male,59,Dhaka,2023-11-21,Senior
CUST01348,Customer 01348,Male,47,Dhaka,2025-08-07,Senior
CUST01349,Customer 01349,Female,46,Chattogram,2025-08-08,Senior
CUST01350,Customer 01350,Male,36,Rajshahi,2025-07-27,Mid-age
CUST01351,Customer 01351,Female,28,Chattogram,2025-08-14,Adult
CUST01352,Customer 01352,Female,51,Khulna,2025-06-12,Senior
CUST01353,Customer 01353,Male,24,Chattogram,2024-03-10,Young
CUST01354,Customer 01354,Female,51,Dhaka,2024-01-06,Senior
CUST01355,Customer 01355,Female,37,Dhaka,2025-07-21,Mid-age
CUST01356,Customer 01356,Female,55,Barishal,2023-09-06,Senior
CUST01357,Customer 01357,Female,41,Khulna,2025-06-09,Mid-age
CUST01358,Customer 01358,Male,27,Rangpur,2023-06-30,Adult
CUST01359,Customer 01359,Female,49,Dhaka,2024-12-03,Senior
CUST01360,Customer 01360,Male,32,Mymensingh,2025-09-25,Adult
CUST01361,Customer 01361,Female,54,Dhaka,2023-03-19,Senior
CUST01362,Customer 01362,Female,37,Dhaka,2025-07-07,Mid-age
CUST01363,Customer 01363,Male,20,Mymensingh,2025-06-03,Young
CUST01364,Customer 01364,Female,54,Dhaka,2023-12-02,Senior
CUST01365,Customer 01365,Female,57,Rajshahi,2023-02-19,Senior
CUST01366,Customer 01366,Female,25,Dhaka,2023-03-26,Adult
CUST01367,Customer 01367,Male,57,Sylhet,2024-11-25,Senior
CUST01368,Customer 01368,Female,40,Rangpur,2023-01-04,Mid-age
CUST01369,Customer 01369,Male,57,Dhaka,2025-09-19,Senior
CUST01370,Customer 01370,Female,28,Rajshahi,2023-11-13,Adult
CUST01371,Customer 01371,Male,25,Dhaka,2025-02-01,Adult
CUST01372,Customer 01372,Male,46,Sylhet,2024-09-03,Senior
CUST01373,Customer 01373,Female,47,Dhaka,2025-10-01,Senior
CUST01374,Customer 01374,Female,27,Dhaka,2025-07-02,Adult
CUST01375,Customer 01375,Male,56,Dhaka,2025-03-09,Senior
CUST01376,Customer 01376,Male,45,Dhaka,2023-04-29,Senior
CUST01377,Customer 01377,Female,53,Rangpur,2023-12-16,Senior
CUST01378,Customer 01378,Male,30,Chattogram,2025-07-05,Adult
CUST01379,Customer 01379,Female,49,Dhaka,2024-11-17,Senior
CUST01380,Customer 01380,Female,53,Chattogram,2024-06-25,Senior
CUST01381,Customer 01381,Female,54,Dhaka,2025-12-14,Senior
CUST01382,Customer 01382,Female,43,Khulna,2023-12-27,Mid-age
CUST01383,Customer 01383,Male,39,Mymensingh,2024-12-08,Mid-age
CUST01384,Customer 01384,Female,21,Chattogram,2024-11-15,Young
CUST01385,Customer 01385,Male,48,Rangpur,2023-11-26,Senior
CUST01386,Customer 01386,Female,35,Sylhet,2023-08-07,Mid-age
CUST01387,Customer 01387,Male,55,Dhaka,2023-07-27,Senior
CUST01388,Customer 01388,Female,41,Rajshahi,2025-04-24,Mid-age
CUST01389,Customer 01389,Male,40,Chattogram,2023-03-26,Mid-age
CUST01390,Customer 01390,Male,39,Rajshahi,2024-11-15,Mid-age
CUST01391,Customer 01391,Female,19,Rangpur,2023-09-02,Young
CUST01392,Customer 01392,Female,48,Chattogram,2025-05-21,Senior
CUST01393,Customer 01393,Female,28,Rangpur,2025-10-19,Adult
CUST01394,Customer 01394,Female,45,Khulna,2024-08-18,Senior
CUST01395,Customer 01395,Male,49,Chattogram,2024-11-15,Senior
CUST01396,Customer 01396,Female,22,Sylhet,2025-10-10,Young
CUST01397,Customer 01397,Male,55,Dhaka,2025-10-10,Senior
CUST01398,Customer 01398,Male,27,Mymensingh,2023-12-16,Adult
CUST01399,Customer 01399,Female,57,Rajshahi,2023-10-09,Senior
CUST01400,Customer 01400,Male,41,Dhaka,2023-10-20,Mid-age
CUST01401,Customer 01401,Male,52,Dhaka,2025-09-10,Senior
CUST01402,Customer 01402,Male,40,Sylhet,2023-01-20,Mid-age
CUST01403,Customer 01403,Male,34,Dhaka,2025-01-28,Adult
CUST01404,Customer 01404,Female,18,Dhaka,2024-02-09,Young
CUST01405,Customer 01405,Female,48,Chattogram,2024-12-01,Senior
CUST01406,Customer 01406,Female,48,Dhaka,2025-09-06,Senior
CUST01407,Customer 01407,Female,59,Chattogram,2023-01-26,Senior
CUST01408,Customer 01408,Male,59,Dhaka,2024-07-19,Senior
CUST01409,Customer 01409,Male,51,Dhaka,2024-01-30,Senior
CUST01410,Customer 01410,Female,26,Rajshahi,2025-09-27,Adult
CUST01411,Customer 01411,Female,39,Chattogram,2024-06-06,Mid-age
CUST01412,Customer 01412,Female,30,Dhaka,2025-05-11,Adult
CUST01413,Customer 01413,Male,42,Dhaka,2025-03-12,Mid-age
CUST01414,Customer 01414,Female,35,Sylhet,2024-07-03,Mid-age
CUST01415,Customer 01415,Female,29,Dhaka,2023-03-28,Adult
CUST01416,Customer 01416,Female,57,Dhaka,2025-04-12,Senior
CUST01417,Customer 01417,Male,34,Dhaka,2024-01-22,Adult
CUST01418,Customer 01418,Male,32,Barishal,2025-08-20,Adult
CUST01419,Customer 01419,Male,59,Khulna,2024-10-29,Senior
CUST01420,Customer 01420,Male,32,Khulna,2023-10-13,Adult
CUST01421,Customer 01421,Male,32,Khulna,2024-11-28,Adult
CUST01422,Customer 01422,Male,56,Rajshahi,2025-08-22,Senior
CUST01423,Customer 01423,Male,30,Chattogram,2024-01-04,Adult
CUST01424,Customer 01424,Male,34,Rajshahi,2024-10-16,Adult
CUST01425,Customer 01425,Female,49,Dhaka,2024-10-15,Senior
CUST01426,Customer 01426,Female,26,Sylhet,2024-11-27,Adult
CUST01427,Customer 01427,Male,57,Khulna,2025-10-20,Senior
CUST01428,Customer 01428,Male,37,Chattogram,2025-07-03,Mid-age
CUST01429,Customer 01429,Female,43,Dhaka,2023-10-15,Mid-age
CUST01430,Customer 01430,Male,44,Dhaka,2023-04-05,Mid-age
CUST01431,Customer 01431,Male,38,Rajshahi,2024-10-30,Mid-age
CUST01432,Customer 01432,Male,35,Rajshahi,2023-02-10,Mid-age
CUST01433,Customer 01433,Female,30,Rangpur,2023-11-27,Adult
CUST01434,Customer 01434,Female,33,Dhaka,2024-05-18,Adult
CUST01435,Customer 01435,Female,26,Khulna,2023-10-02,Adult
CUST01436,Customer 01436,Female,29,Sylhet,2023-06-28,Adult
CUST01437,Customer 01437,Female,55,Rangpur,2023-05-17,Senior
CUST01438,Customer 01438,Male,36,Chattogram,2025-02-05,Mid-age
CUST01439,Customer 01439,Female,24,Chattogram,2025-09-14,Young
CUST01440,Customer 01440,Male,52,Sylhet,2023-08-31,Senior
CUST01441,Customer 01441,Male,35,Khulna,2023-07-16,Mid-age
CUST01442,Customer 01442,Female,33,Mymensingh,2024-06-09,Adult
CUST01443,Customer 01443,Female,56,Dhaka,2024-09-23,Senior
CUST01444,Customer 01444,Male,21,Dhaka,2024-02-12,Young
CUST01445,Customer 01445,Male,42,Mymensingh,2024-11-21,Mid-age
CUST01446,Customer 01446,Male,49,Chattogram,2023-06-19,Senior
CUST01447,Customer 01447,Female,57,Sylhet,2023-06-08,Senior
CUST01448,Customer 01448,Female,30,Chattogram,2024-03-22,Adult
CUST01449,Customer 01449,Female,34,Dhaka,2025-10-14,Adult
CUST01450,Customer 01450,Female,54,Khulna,2025-12-16,Senior
CUST01451,Customer 01451,Female,23,Khulna,2023-04-22,Young
CUST01452,Customer 01452,Male,36,Dhaka,2023-02-17,Mid-age
CUST01453,Customer 01453,Female,30,Dhaka,2024-01-11,Adult
CUST01454,Customer 01454,Male,43,Barishal,2025-04-07,Mid-age
CUST01455,Customer 01455,Male,31,Dhaka,2023-02-02,Adult
CUST01456,Customer 01456,Male,48,Rangpur,2024-05-18,Senior
CUST01457,Customer 01457,Female,21,Dhaka,2024-09-18,Young
CUST01458,Customer 01458,Female,56,Sylhet,2025-10-23,Senior
CUST01459,Customer 01459,Female,25,Mymensingh,2023-02-11,Adult
CUST01460,Customer 01460,Male,42,Rajshahi,2023-01-09,Mid-age
CUST01461,Customer 01461,Male,30,Chattogram,2025-09-26,Adult
CUST01462,Customer 01462,Male,49,Rajshahi,2025-03-29,Senior
CUST01463,Customer 01463,Male,55,Dhaka,2024-10-18,Senior
CUST01464,Customer 01464,Male,55,Dhaka,2025-02-28,Senior
CUST01465,Customer 01465,Male,45,Mymensingh,2025-11-16,Senior
CUST01466,Customer 01466,Female,47,Khulna,2025-12-02,Senior
CUST01467,Customer 01467,Female,20,Rajshahi,2024-08-20,Young
CUST01468,Customer 01468,Female,45,Dhaka,2025-07-24,Senior
CUST01469,Customer 01469,Female,20,Dhaka,2025-10-08,Young
CUST01470,Customer 01470,Male,51,Dhaka,2023-01-21,Senior
CUST01471,Customer 01471,Male,33,Chattogram,2025-09-25,Adult
CUST01472,Customer 01472,Female,39,Khulna,2024-04-01,Mid-age
CUST01473,Customer 01473,Male,49,Chattogram,2025-10-10,Senior
CUST01474,Customer 01474,Female,55,Barishal,2023-09-22,Senior
CUST01475,Customer 01475,Female,25,Dhaka,2023-07-03,Adult
CUST01476,Customer 01476,Female,25,Dhaka,2023-08-15,Adult
CUST01477,Customer 01477,Male,23,Dhaka,2025-12-28,Young
CUST01478,Customer 01478,Female,31,Chattogram,2025-08-26,Adult
CUST01479,Customer 01479,Female,49,Dhaka,2025-03-15,Senior
CUST01480,Customer 01480,Female,52,Mymensingh,2024-12-23,Senior
CUST01481,Customer 01481,Male,27,Dhaka,2025-09-28,Adult
CUST01482,Customer 01482,Male,20,Mymensingh,2025-05-24,Young
CUST01483,Customer 01483,Female,29,Chattogram,2023-03-25,Adult
CUST01484,Customer 01484,Male,48,Mymensingh,2025-01-09,Senior
CUST01485,Customer 01485,Male,46,Chattogram,2023-08-11,Senior
CUST01486,Customer 01486,Male,22,Mymensingh,2025-03-03,Young
CUST01487,Customer 01487,Male,42,Dhaka,2025-01-02,Mid-age
CUST01488,Customer 01488,Male,58,Khulna,2024-02-09,Senior
CUST01489,Customer 01489,Male,48,Rangpur,2023-11-25,Senior
CUST01490,Customer 01490,Male,38,Dhaka,2024-03-01,Mid-age
CUST01491,Customer 01491,Male,37,Dhaka,2025-02-08,Mid-age
CUST01492,Customer 01492,Male,56,Chattogram,2024-08-30,Senior
CUST01493,Customer 01493,Male,39,Mymensingh,2024-06-09,Mid-age
CUST01494,Customer 01494,Female,21,Chattogram,2024-09-16,Young
CUST01495,Customer 01495,Female,30,Chattogram,2023-03-18,Adult
CUST01496,Customer 01496,Male,59,Dhaka,2025-07-08,Senior
CUST01497,Customer 01497,Female,37,Dhaka,2025-08-03,Mid-age
CUST01498,Customer 01498,Female,30,Barishal,2024-04-10,Adult
CUST01499,Customer 01499,Male,34,Dhaka,2024-05-06,Adult
CUST01500,Customer 01500,Male,53,Sylhet,2023-11-09,Senior
CUST01501,Customer 01501,Male,50,Rangpur,2023-11-04,Senior
CUST01502,Customer 01502,Female,18,Dhaka,2024-11-21,Young
CUST01503,Customer 01503,Female,32,Rajshahi,2023-03-30,Adult
CUST01504,Customer 01504,Male,30,Dhaka,2025-01-04,Adult
CUST01505,Customer 01505,Male,34,Sylhet,2025-02-16,Adult
CUST01506,Customer 01506,Male,41,Dhaka,2025-01-20,Mid-age
CUST01507,Customer 01507,Female,25,Khulna,2024-01-06,Adult
CUST01508,Customer 01508,Female,44,Dhaka,2024-03-26,Mid-age
CUST01509,Customer 01509,Female,40,Chattogram,2023-06-16,Mid-age
CUST01510,Customer 01510,Female,25,Sylhet,2024-01-27,Adult
CUST01511,Customer 01511,Male,25,Dhaka,2025-01-05,Adult
CUST01512,Customer 01512,Male,43,Khulna,2024-05-05,Mid-age
CUST01513,Customer 01513,Male,30,Dhaka,2025-07-13,Adult
CUST01514,Customer 01514,Male,56,Rajshahi,2025-12-02,Senior
CUST01515,Customer 01515,Female,54,Dhaka,2025-08-02,Senior
CUST01516,Customer 01516,Female,45,Rajshahi,2023-01-29,Senior
CUST01517,Customer 01517,Male,42,Dhaka,2025-11-20,Mid-age
CUST01518,Customer 01518,Male,33,Chattogram,2024-11-23,Adult
CUST01519,Customer 01519,Female,19,Dhaka,2023-05-08,Young
CUST01520,Customer 01520,Male,35,Khulna,2025-02-05,Mid-age
CUST01521,Customer 01521,Female,34,Dhaka,2024-03-16,Adult
CUST01522,Customer 01522,Male,47,Rangpur,2025-05-18,Senior
CUST01523,Customer 01523,Male,56,Rangpur,2024-06-07,Senior
CUST01524,Customer 01524,Male,30,Dhaka,2025-01-29,Adult
CUST01525,Customer 01525,Male,49,Sylhet,2023-04-20,Senior
CUST01526,Customer 01526,Male,46,Dhaka,2023-06-12,Senior
CUST01527,Customer 01527,Male,47,Chattogram,2024-07-13,Senior
CUST01528,Customer 01528,Male,35,Khulna,2024-02-03,Mid-age
CUST01529,Customer 01529,Female,30,Rajshahi,2024-08-05,Adult
CUST01530,Customer 01530,Female,60,Sylhet,2024-02-03,Senior
CUST01531,Customer 01531,Female,38,Dhaka,2023-08-27,Mid-age
CUST01532,Customer 01532,Female,47,Dhaka,2025-11-21,Senior
CUST01533,Customer 01533,Female,38,Dhaka,2023-04-20,Mid-age
CUST01534,Customer 01534,Male,34,Khulna,2023-10-27,Adult
CUST01535,Customer 01535,Male,57,Chattogram,2025-09-28,Senior
CUST01536,Customer 01536,Female,36,Rajshahi,2025-02-02,Mid-age
CUST01537,Customer 01537,Male,32,Dhaka,2023-09-06,Adult
CUST01538,Customer 01538,Female,26,Dhaka,2024-06-04,Adult
CUST01539,Customer 01539,Female,27,Dhaka,2023-02-03,Adult
CUST01540,Customer 01540,Male,48,Dhaka,2023-08-16,Senior
CUST01541,Customer 01541,Male,40,Dhaka,2024-08-07,Mid-age
CUST01542,Customer 01542,Male,47,Barishal,2025-08-15,Senior
CUST01543,Customer 01543,Female,50,Rangpur,2025-03-23,Senior
CUST01544,Customer 01544,Male,26,Chattogram,2024-12-24,Adult
CUST01545,Customer 01545,Female,18,Chattogram,2024-08-06,Young
CUST01546,Customer 01546,Female,52,Dhaka,2024-07-23,Senior
CUST01547,Customer 01547,Female,28,Rangpur,2023-08-08,Adult
CUST01548,Customer 01548,Male,51,Dhaka,2025-02-25,Senior
CUST01549,Customer 01549,Male,33,Mymensingh,2024-06-11,Adult
CUST01550,Customer 01550,Female,26,Chattogram,2023-03-16,Adult
CUST01551,Customer 01551,Male,49,Dhaka,2023-05-16,Senior
CUST01552,Customer 01552,Male,32,Mymensingh,2023-03-15,Adult
CUST01553,Customer 01553,Male,29,Dhaka,2023-09-11,Adult
CUST01554,Customer 01554,Female,50,Sylhet,2025-11-07,Senior
CUST01555,Customer 01555,Female,31,Chattogram,2025-10-18,Adult
CUST01556,Customer 01556,Male,25,Dhaka,2025-12-02,Adult
CUST01557,Customer 01557,Female,25,Chattogram,2023-02-19,Adult
CUST01558,Customer 01558,Male,44,Rajshahi,2024-05-29,Mid-age
CUST01559,Customer 01559,Male,29,Khulna,2025-01-13,Adult
CUST01560,Customer 01560,Male,18,Dhaka,2024-12-31,Young
CUST01561,Customer 01561,Male,60,Mymensingh,2024-07-24,Senior
CUST01562,Customer 01562,Female,57,Dhaka,2024-07-29,Senior
CUST01563,Customer 01563,Female,59,Dhaka,2025-06-21,Senior
CUST01564,Customer 01564,Female,28,Dhaka,2023-07-21,Adult
CUST01565,Customer 01565,Male,56,Dhaka,2023-07-26,Senior
CUST01566,Customer 01566,Male,60,Dhaka,2024-02-19,Senior
CUST01567,Customer 01567,Male,48,Mymensingh,2023-08-09,Senior
CUST01568,Customer 01568,Female,34,Dhaka,2025-01-27,Adult
CUST01569,Customer 01569,Male,50,Dhaka,2025-02-01,Senior
CUST01570,Customer 01570,Female,49,Dhaka,2024-07-16,Senior
CUST01571,Customer 01571,Female,46,Khulna,2024-01-04,Senior
CUST01572,Customer 01572,Female,38,Rangpur,2025-06-14,Mid-age
CUST01573,Customer 01573,Female,38,Dhaka,2023-07-23,Mid-age
CUST01574,Customer 01574,Female,57,Dhaka,2025-11-14,Senior
CUST01575,Customer 01575,Female,40,Dhaka,2025-08-14,Mid-age
CUST01576,Customer 01576,Male,23,Dhaka,2023-03-10,Young
CUST01577,Customer 01577,Male,39,Dhaka,2024-05-30,Mid-age
CUST01578,Customer 01578,Female,55,Chattogram,2023-08-28,Senior
CUST01579,Customer 01579,Female,54,Dhaka,2023-12-27,Senior
CUST01580,Customer 01580,Male,25,Chattogram,2025-11-20,Adult
CUST01581,Customer 01581,Female,58,Dhaka,2024-12-07,Senior
CUST01582,Customer 01582,Female,52,Mymensingh,2024-11-20,Senior
CUST01583,Customer 01583,Male,28,Rangpur,2024-10-18,Adult
CUST01584,Customer 01584,Female,41,Sylhet,2023-12-10,Mid-age
CUST01585,Customer 01585,Female,38,Dhaka,2024-06-19,Mid-age
CUST01586,Customer 01586,Female,19,Chattogram,2023-12-21,Young
CUST01587,Customer 01587,Male,57,Chattogram,2025-07-16,Senior
CUST01588,Customer 01588,Male,36,Khulna,2025-09-09,Mid-age
CUST01589,Customer 01589,Male,56,Chattogram,2023-04-15,Senior
CUST01590,Customer 01590,Female,45,Rangpur,2025-08-19,Senior
CUST01591,Customer 01591,Female,34,Mymensingh,2024-06-10,Adult
CUST01592,Customer 01592,Male,23,Dhaka,2024-05-18,Young
CUST01593,Customer 01593,Female,36,Sylhet,2025-07-19,Mid-age
CUST01594,Customer 01594,Female,55,Dhaka,2024-12-09,Senior
CUST01595,Customer 01595,Female,45,Dhaka,2023-08-23,Senior
CUST01596,Customer 01596,Female,19,Chattogram,2025-10-26,Young
CUST01597,Customer 01597,Female,55,Dhaka,2024-05-08,Senior
CUST01598,Customer 01598,Male,54,Rangpur,2025-05-27,Senior
CUST01599,Customer 01599,Female,21,Dhaka,2025-08-24,Young
CUST01600,Customer 01600,Male,39,Chattogram,2025-08-23,Mid-age
CUST01601,Customer 01601,Female,43,Sylhet,2025-08-21,Mid-age
CUST01602,Customer 01602,Male,60,Rajshahi,2025-06-15,Senior
CUST01603,Customer 01603,Female,53,Chattogram,2023-08-05,Senior
CUST01604,Customer 01604,Male,30,Rangpur,2024-09-14,Adult
CUST01605,Customer 01605,Female,49,Sylhet,2023-12-19,Senior
CUST01606,Customer 01606,Male,34,Chattogram,2024-11-22,Adult
CUST01607,Customer 01607,Female,58,Dhaka,2024-11-05,Senior
CUST01608,Customer 01608,Male,53,Chattogram,2024-09-22,Senior
CUST01609,Customer 01609,Female,36,Barishal,2023-11-21,Mid-age
CUST01610,Customer 01610,Male,52,Sylhet,2025-06-19,Senior
CUST01611,Customer 01611,Male,57,Barishal,2023-11-04,Senior
CUST01612,Customer 01612,Female,45,Chattogram,2024-10-15,Senior
CUST01613,Customer 01613,Female,18,Dhaka,2023-10-12,Young
CUST01614,Customer 01614,Male,59,Dhaka,2024-01-27,Senior
CUST01615,Customer 01615,Female,35,Dhaka,2023-12-26,Mid-age
CUST01616,Customer 01616,Male,57,Rajshahi,2025-02-07,Senior
CUST01617,Customer 01617,Male,50,Barishal,2025-03-07,Senior
CUST01618,Customer 01618,Male,29,Dhaka,2025-07-20,Adult
CUST01619,Customer 01619,Female,25,Chattogram,2023-06-14,Adult
CUST01620,Customer 01620,Male,41,Chattogram,2025-01-02,Mid-age
CUST01621,Customer 01621,Male,33,Chattogram,2024-08-03,Adult
CUST01622,Customer 01622,Female,21,Dhaka,2025-03-31,Young
CUST01623,Customer 01623,Female,55,Dhaka,2023-05-04,Senior
CUST01624,Customer 01624,Female,44,Dhaka,2023-12-10,Mid-age
CUST01625,Customer 01625,Female,26,Dhaka,2024-06-07,Adult
CUST01626,Customer 01626,Male,33,Dhaka,2025-12-11,Adult
CUST01627,Customer 01627,Male,29,Dhaka,2023-05-09,Adult
CUST01628,Customer 01628,Male,48,Sylhet,2024-10-18,Senior
